lsoa11,ahah,ahah_rnk,ahah_pct,h,gp,dent,phar,hosp
S01009800,9.175970995,1014,3,0.103037821,2.955,6.169,1.24,5.6214
S01009801,9.83326499,1426,4,-0.156568307,1.351,4.761,1.351,7.2239
S01009802,9.013109703,913,3,-0.051209456,3.39,6.47925,0.61625,5.3614
S01009803,8.528375252,703,2,-0.124996808,2.3906,2.9025,2.3906,2.6739
S01009804,8.9503116,881,3,0.201743076,3.3722,4.2803,3.3722,2.42115
S01009805,8.180765688,568,2,-0.280254914,1.7961,2.71345,1.7961,2.8284
S01009806,33.57975487,37330,90,-0.192503386,2.4325,1.215,2.09,7.3277
S01009807,21.12649535,23582,57,-0.321410604,3.054,0.47875,2.71,6.5029
S01009808,16.35545693,12844,31,0.150533019,3.9415,1.76,3.5975,7.3904
S01009809,17.9715869,16712,41,-0.285082324,3.344,0.455,2.9975,6.78915
S01009810,16.09653177,12243,30,0.122031534,2.9588,2.3825,2.47105,7.3654
S01009811,17.92831212,16620,40,-0.306556257,2.0513,1.4175,1.35,6.4529
S01009812,16.35919333,12854,31,-0.456702885,2.4188,0.805,1.1525,5.7829
S01009813,17.31163206,15104,37,-0.514948737,1.0838,2.0118,0.9086,7.8764
S01009814,26.91248078,32227,78,-0.68516097,1.0838,1.0838,0.9086,6.7829
S01009815,19.59128002,20328,49,-0.21345767,2.8965,1.095,2.0075,5.8004
S01009816,18.93658777,18877,46,-0.237919924,3.294,1.1275,1.5825,5.3754
S01009817,16.4113116,12971,32,0.146228234,5.8475,2.5727,2.5727,2.3352
S01009818,20.14277441,21498,52,-0.017022498,5.3052,1.7354,1.7354,3.28875
S01009819,26.67932686,32013,77,-0.389597523,2.68855,1.13675,1.07875,4.98415
S01009820,24.34774522,29025,70,-0.715828812,4.1323,0.6691,0.3275,3.8654
S01009821,19.46121164,20060,49,-0.773140469,2.7098,0.2925,0.7225,5.1873
S01009822,19.24896157,19573,47,0.595269556,7.2668,4.5895,4.0645,7.1672
S01009823,17.42869864,15407,37,0.577565993,7.0713,4.28325,3.83825,7.3692
S01009824,21.13455419,23593,57,0.553639503,6.8803,4.203,3.678,6.8507
S01009825,16.44167206,13040,32,0.367554245,5.81355,3.13625,2.61125,6.1382
S01009826,16.35922189,12855,31,0.308663037,5.674,2.9615,2.4365,5.0917
S01009827,15.58748642,11021,27,0.480775207,6.7488,3.881,3.2119,5.4717
S01009828,16.11262041,12284,30,0.21542222,5.7202,2.717,2.0479,4.26925
S01009829,14.47285751,8409,21,0.141043056,4.6463,2.075,1.8125,6.5712
S01009830,15.82901637,11599,28,-0.314103601,3.2813,1.095,0.98,6.2673
S01009831,18.98939437,18999,46,-0.803761441,3.1523,0.6325,0.215,5.3698
S01009832,21.00880087,23337,56,-0.452435471,3.3923,1.0366,0.74,4.4073
S01009833,30.53473543,35476,86,0.774735719,6.75825,5.98825,6.097,6.42075
S01009834,19.25543633,19586,47,0.470021841,3.9366,3.5183,4.17205,8.6096
S01009835,18.23492167,17307,42,0.348841194,3.017,3.017,3.6545,9.0093
S01009836,17.44951718,15448,38,0.469672961,4.202,3.3145,3.9845,8.365
S01009837,19.15440891,19358,47,0.611947899,4.33425,4.27025,4.90775,9.62985
S01009838,12.32641628,4301,11,-0.470594228,1.63625,0.74875,1.41875,6.42275
S01009839,15.70134813,11294,28,-0.394616769,1.5675,1.2175,1.385,5.3615
S01009840,12.21359991,4150,10,-0.946727786,0.6405,0.6405,0.80875,7.19675
S01009841,16.86140171,14018,34,-0.682116406,1.08,1.0725,0.835,6.969
S01009842,20.68799242,22683,55,-0.327529988,1.7645,1.76225,1.0875,8.31175
S01009843,29.61075064,34798,84,-0.047671635,3.4245,2.6595,1.54,6.681410448
S01009844,26.93722534,32251,78,-0.294095022,4.9345,1.37575,0.814,6.7515
S01009845,24.44213802,29175,70,-0.150778864,4.7125,1.7785,1.0745,6.9125
S01009846,18.17884697,17173,42,-0.42757323,1.687,1.6825,0.8825,7.334
S01009847,14.8905538,9349,23,-0.214586874,3.041,1.245,1.385,5.4165
S01009848,16.18688818,12439,30,-0.029859771,2.22675,2.22675,1.98,8.51775
S01009849,16.56605395,13314,32,-0.487301801,4.41130597,4.075,0.3425,6.98130597
S01009850,20.67205167,22643,55,0.071074469,3.7225,3.057,2.6025,9.3154
S01009851,17.25071486,14975,36,0.013192094,3.606,4.0595,1.7205,7.64630597
S01009852,10.14345936,1667,4,-0.466998875,5.473992537,0.9175,0.88875,7.730390809
S01009853,11.2131151,2777,7,0.013667845,6.323,1.84,2.03,9.487890809
S01009854,11.30381811,2867,7,0.208580178,2.903,3.285,2.903,9.6154
S01009855,10.04608736,1598,4,-0.256027005,5.9805,1.22,1.3375,8.820390809
S01009856,13.85566978,7113,18,-0.315576167,5.289,2.81,1.82,8.49510597
S01009857,12.91456956,5309,13,-0.27566664,5.1635,1.405,1.455,8.790390809
S01009858,12.97062327,5416,13,0.032770984,5.563,2.17,2.3125,9.487890809
S01009859,15.17923635,10065,25,-0.219682667,3.3175,2.655,2.2185,3.39
S01009860,19.33157643,19764,48,-0.114159819,4.79875,1.429,1.9625,5.658
S01009861,21.73613094,24735,60,-0.679088482,2.21,2.0635,1.3375,2.845
S01009862,27.02449982,32326,78,-1.21145133,1.54,0.8425,0.7675,1.9635
S01009863,30.74308464,35637,86,-1.873885924,1.285,0.1325,0.255,1.345
S01009864,21.52312461,24351,59,-1.320584618,0.5425,1.7625,1.21,3.0375
S01009865,29.61909064,34803,84,-1.730762947,0.9825,0.8425,0.0925,1.9725
S01009866,18.11584897,17034,41,-0.430696115,2.463,2.0078,2.0078,2.168
S01009867,23.99770927,28532,69,-0.97254512,0.895,2.3972,1.105,3.1988
S01009868,25.34787408,30495,74,-0.946985242,1.2325,1.4159,1.2744,1.9411
S01009869,33.25207675,37146,90,-2.093550023,1.3816,0,0.21,1.0546
S01009870,31.67279609,36241,87,-2.261926861,0.61125,0,0.71375,0.55625
S01009871,11.41591312,3002,8,-0.368445361,1.7975,1.9375,1.7975,6.5248
S01009872,28.66539661,33980,82,-1.4180362,1.28055,0.465,0.7364,1.4568
S01009873,13.62159662,6635,16,0.255358376,3.714223881,3.9049,3.76865,6.284223881
S01009874,12.13726534,4034,10,0.152507982,3.932723881,2.94965,2.93465,6.502723881
S01009875,24.87184466,29830,72,-1.86098278,0.6725,0,0.6725,5.2676
S01009876,12.69220127,4931,12,-0.524341834,1.535,1.535,1.535,6.7301
S01009877,11.28413379,2844,7,-0.607286082,1.4775,1.405,1.3425,5.7651
S01009878,21.03005517,23385,57,-2.756031946,0,0,0,5.5026
S01009879,13.42633444,6227,15,0.374950896,4.49125,3.8625,3.87625,5.7173
S01009880,15.48734644,10794,26,0.464391217,4.8475,3.9175,4.435,7.4118
S01009881,23.59872104,27932,67,-1.106539382,0.9825,0.9825,0.9825,5.34885
S01009882,38.23660229,39264,95,-0.90776162,1.4002,0.9669,1.75235,4.19735
S01009883,28.46476621,33791,81,-1.023827289,1.2625,1.15,0.845,4.6526
S01009884,31.88922574,36384,88,-1.014203791,1.9311,0.4145,1.1616,4.082
S01009885,24.50004216,29257,71,-1.213802395,1.6375,0.515,0.47125,4.0576
S01009886,25.62016011,30823,74,-1.394767833,0.965,0.8175,0.205,4.5576
S01009887,44.15848969,40621,98,-1.644614747,0.5592,0.5342,0.5592,3.375
S01009888,41.4026164,40107,97,-1.465486012,0.7214,0.7139,0.7214,3.3742
S01009889,38.33983125,39307,95,-1.81397451,0.5601,0.39,0.5601,3.93
S01009890,40.62768946,39945,96,-2.174853154,0.1776,0.1776,0.1776,3.8942
S01009891,42.74828198,40375,97,-1.447915074,0.8764,0.5342,0.7308,3.4259
S01009892,30.5329273,35474,86,-1.167359809,0.51045,1.121,1.121,4.719
S01009893,45.2769029,40796,98,-1.640369974,0.5592,0.5342,0.5592,3.335
S01009894,30.65093007,35560,86,-1.220151927,1.0935,0.7776,0.7332,4.6718
S01009895,29.6781024,34843,84,-1.016870854,0.9384,1.0819,1.0819,4.9591
S01009896,25.75931288,30965,75,-0.665877959,1.2742,1.5984,1.4998,5.4926
S01009897,29.10553978,34370,83,-0.773976901,1.7419,1.3375,1.569,4.725
S01009898,36.75476075,38723,93,-0.803038506,1.5072,1.5072,1.4086,5.3925
S01009899,18.56123583,18033,44,-0.893062489,1.1225,1.355,1.1225,2.56595
S01009900,29.55591815,34754,84,-1.454016687,0.6225,0.845,0.6225,2.0822
S01009901,31.71382804,36270,87,-1.392247639,0.7975,0.7575,0.6795,2.0822
S01009902,16.73973929,13721,33,-0.684779245,1.7294,1.5075,1.6502,3.5522
S01009903,22.93451596,26865,65,-1.023269222,1.2828,0.705,1.2828,3.705
S01009904,28.50312625,33828,82,-1.119917915,1.3495,0.9288,1.3657,1.2047
S01009905,41.83384614,40210,97,-1.230743231,1.2828,0.63,0.84,3.1825
S01009906,45.2687402,40794,98,-1.995310752,1.1317,0.2875,0,3.037
S01009907,44.81873923,40722,98,-1.538183134,1.0934,0.2496,0.6125,3.2525
S01009908,32.24273369,36583,88,-1.429351557,1.29585,0.361,0.6696,3.05475
S01009909,38.06995124,39206,94,-1.514313483,0.8345,0.5295,0.8345,2.675
S01009910,34.24553306,37677,91,-1.184941638,1.3724,0.53225,1.3595,2.3125
S01009911,20.24426326,21714,53,-0.955782407,1.8153,0.51775,1.2913,3.685
S01009912,12.55084308,4698,12,-0.598064498,2.485,1.11,1.11,4.6676
S01009913,12.52816036,4662,12,0.356660888,4.197246269,4.44,4.197246269,4.9024
S01009914,12.37042483,4381,11,0.29500441,4.1973,3.8325,3.8325,4.70875
S01009915,17.14943857,14717,36,-0.516856185,2.3235,1.2512,1.5025,4.4152
S01009916,15.23585942,10196,25,-0.244157356,2.2408,2.6433,2.4833,3.2977
S01009917,19.63876915,20425,49,-1.154118449,0.66,1.4444,1.3775,2.3125
S01009918,16.87851775,14060,34,-1.34805027,0.8225,1.195,1.3275,1.3275
S01009919,36.27476881,38544,93,-1.330952996,0.7475,1.095,0.9825,2.8519
S01009920,29.12899945,34392,83,-1.02393619,0.97455,1.4444,0.9988,3.01945
S01009921,35.38466455,38208,92,-0.962723581,1.4115,1.195,0.9901,2.8634
S01009922,25.08660837,30152,73,-2.106270633,0.42,0.485,0.2825,1.6
S01009923,23.82396508,28269,68,-1.243633136,1.02485,0.9276,1.0326,2.0558
S01009924,34.6574623,37866,91,-2.16738876,0.6295,0.21,0.105,2.6259
S01009925,33.18511416,37113,89,-2.741372738,0.6995,0,0,2.7014
S01009926,23.29551469,27491,66,-1.815471344,0.4757,0.5871,0.616,2.2136
S01009927,14.82724043,9207,23,0.052229321,3.338,3.2556,3.338,3.0764
S01009928,17.14365393,14704,36,-0.246560616,2.76,2.3831,2.76,2.2039
S01009929,23.35751419,27583,67,-0.885750461,1.42,1.4756,1.42,1.3747
S01009930,25.50204748,30672,74,-1.000856373,1.085,1.405,1.085,1.6947
S01009931,28.58174109,33910,82,-1.918772654,0.9682,0.58,0.275,2.8994
S01009932,15.7699141,11475,28,-1.266759958,0.9848,0.7103,1.0504,2.4254
S01009933,18.67462267,18280,44,-1.80418604,0.5592,0.5432,0.675,1.0225
S01009934,17.75427755,16199,39,-1.027556145,1.2298,1.0882,1.1113,2.4389
S01009935,15.38322386,10562,26,-1.323594791,0.965,1.195,0.98625,0.98625
S01009936,17.72030875,16103,39,-1.950358416,0.5975,0.205,0.8375,1.0125
S01009937,9.155313822,999,3,-0.112827666,2.6528,3.2615,2.2767,3.5506
S01009938,9.693066515,1329,4,0.0750348,4.0896,3.8095,2.279,4.0896
S01009939,11.07029463,2607,7,-0.599867477,2.3595,2.3595,0.485,9.1578
S01009940,11.13534796,2683,7,-0.778579759,1.6295,1.6295,0.59,8.8553
S01009941,15.64097046,11156,27,-0.167170274,2.3325,2.3325,2.9325,8.6278
S01009942,12.96497413,5407,13,-0.981447486,1.3725,1.2282,1.7235,7.18155
S01009943,16.30566062,12734,31,-1.074580125,0.707,0.707,1.19,8.4878
S01009944,9.420278016,1153,3,-0.180842767,4.363,2.0104,1.5538,5.443
S01009945,9.723343384,1341,4,-0.025203683,4.1512,3.3475,1.8082,5.931
S01009946,9.231333263,1039,3,-0.21718448,4.1512,3.3475,0.9925,5.2235
S01009947,10.92305144,2446,6,0.015950705,4.1855,2.4318,2.596,6.48075
S01009948,14.77589209,9105,22,0.10706716,4.9434,2.3809,2.4084,5.6835
S01009949,11.98877574,3820,10,-0.329357905,2.62015,2.0449,1.99275,2.9125
S01009950,10.8745145,2386,6,-0.437957514,3.5462,1.2233,1.2508,4.66225
S01009951,11.80160686,3544,9,-0.295903533,2.8273,1.9375,1.95125,3.6017
S01009952,15.01486623,9657,24,-0.811401268,1.8037,1.2445,1.1763,2.3025
S01009953,12.21697277,4154,10,-0.449322887,3.74825,1.15775,1.18525,4.48835
S01009954,9.671872315,1318,4,-0.181697521,4.2511,2.4432,1.3835,5.2185
S01009955,12.20392123,4134,10,-0.476757954,2.3267,1.52,1.9095,4.86065
S01009956,11.44817723,3051,8,-0.233260478,2.8616,2.225,2.2547,4.3047
S01009957,11.633845,3309,8,-0.201425553,2.84445,2.3164,2.51075,3.5446
S01009958,14.40550226,8305,20,-0.269875883,2.5873,1.8375,2.6268,4.4772
S01009959,12.17234539,4082,10,-0.214735413,3.0926,1.9656,1.9656,5.7497
S01009960,14.5896642,8679,21,-0.424201639,2.214,1.4713,1.4713,6.6747
S01009961,11.85837397,3632,9,-0.686684468,1.8506,1.1271,1.1271,5.3822
S01009962,16.08440908,12213,30,-0.539166339,1.9985,1.2558,1.1918,7.1755
S01009963,11.33117771,2913,7,-0.592128644,1.605,1.4971,1.5786,6.4105
S01009964,16.15489914,12368,30,-1.226062972,0.845,0.7427,0.98,5.6505
S01009965,14.92439156,9433,23,-0.525115462,1.275,1.913,1.21,7.4651
S01009966,16.55942845,13296,32,-0.431708175,1.525,2.218,1.465,6.9301
S01009967,11.73067791,3447,9,-0.329430155,2.3941,1.8637,2.325,6.0381
S01009968,21.801278,24849,60,-0.760018479,0.9725,1.3365,0.9125,7.6051
S01009969,9.850511046,1438,4,0.432209747,7.393,7.5486,1.0662,11.9533
S01009970,14.14722557,7745,19,-0.503487258,1.16,1.753,1.05,9.0951
S01009971,15.73425291,11374,28,0.426042693,4.1275,4.1275,3.8565,12.939
S01009972,10.56249284,2044,5,0.396621012,6.6185,6.6185,1.17425,12.346
S01009973,12.19426017,4120,10,0.148696736,3.05,3.05,3.05,12.659
S01009974,16.32345496,12785,31,-0.47766432,1.6515,1.6515,1.6515,11.286
S01009975,14.28295105,8041,20,0.162393522,3.22,3.22,3.22,13.07275
S01009976,16.06029,12153,30,-0.100735152,2.6075,2.6075,2.6075,12.754
S01009977,14.60115827,8701,21,-0.070586742,2.6075,2.6075,2.6075,12.39025
S01009978,16.66046749,13532,33,0.348781669,4.3625,4.3625,2.87,14.509
S01009979,14.03051681,7498,18,0.241578748,3.63375,3.63375,3.31075,13.4685
S01009980,24.80589385,29735,72,-0.929852143,1.185,1.185,1.185,11.0265
S01009981,16.2092575,12497,30,0.062019751,2.9375,2.9,2.9375,12.439
S01009982,13.52226633,6426,16,0.041776534,4.3605,2.54625,1.3975,12.28355
S01009983,16.52444323,13223,32,0.366937965,5.0605,4.7625,2.145,14.8648
S01009984,17.40567102,15339,37,0.17369093,5.2925,3.8025,1.285,13.4498
S01009985,13.27018151,5937,15,0.310201881,4.5025,4.5025,2.301,14.4498
S01009986,18.81241924,18597,45,-0.892471932,1.185,1.185,1.185,10.7965
S01009987,14.39812362,8288,20,-0.623873227,1.225,1.225,1.688,10.9765
S01009988,15.98429874,11965,29,-0.898231455,0.81,0.81,1.25,9.7765
S01009989,19.63228843,20406,49,-1.325416686,0.4525,0.26,0.8993,8.549
S01009990,14.0176163,7473,18,-0.333811236,1.78,1.2325,1.868,9.372
S01009991,16.54128547,13258,32,-0.252455525,3.3775,1.2675,1.62,9.8348
S01009992,13.35990252,6104,15,-0.281143019,2.39375,1.6225,1.975,11.09315
S01009993,14.27254419,8023,20,0.058654308,2.84875,2.30125,2.75435,8.34605
S01009994,16.45516043,13076,32,-0.081541013,2.4275,1.8,2.2531,9.0795
S01009995,16.46547329,13090,32,0.173774229,3.205,2.6575,3.1106,8.6598
S01009996,23.17890995,27275,66,0.065699702,4.091,2.0185,2.371,9.8348
S01009997,20.11301747,21435,52,0.185371728,3.63,2.66,3.0125,8.5598
S01009998,17.03306342,14436,35,-0.143902186,2.8184,2.32585,2.6734,5.9923
S01009999,14.97685636,9560,23,-0.193032634,3.8309,1.805,1.6625,6.2172
S01010000,13.4181262,6211,15,-0.132444552,4.35,1.725,1.5825,6.8647
S01010001,13.21511492,5848,15,-0.483121468,4.08,0.885,0.7425,7.5713
S01010002,23.8333578,28285,68,-0.086869494,3.2281,2.58715,2.5618,5.2113
S01010003,17.87648066,16492,40,-0.072034367,3.77165,2.41145,2.45465,5.63025
S01010004,22.45147153,26011,63,-0.227288005,3.0919,2.38,2.38,4.8847
S01010005,15.99520115,11990,29,-0.626519556,2.025,1.2925,2.025,3.5797
S01010006,24.52161291,29289,71,-1.071878537,1.405,0.64,1.395,2.9622
S01010007,27.8495384,33143,80,-0.950667869,1.9619,1.25,1.25,3.7547
S01010008,17.41025264,15354,37,-0.574313676,2.2662,1.3669,2.025,4.0622
S01010009,20.14763089,21509,52,-0.952427447,1.7555,0.7344,1.6205,4.205
S01010010,15.44761393,10720,26,-0.387070063,2.2343,1.82555,2.15215,5.95345
S01010011,32.65902904,36816,89,-1.561610733,1.395,0.5875,0.5875,3.1372
S01010012,26.32185309,31614,76,-0.243412358,3.05815,2.33345,2.34625,4.85095
S01010013,30.77821864,35661,86,-1.06942365,1.7944,1.09625,1.09625,3.5872
S01010014,21.74966707,24755,60,-1.283920502,1.2169,0.8282,0.8582,3.0097
S01010015,36.24173298,38530,93,-2.188096646,0.8269,0.1875,0.2425,2.5097
S01010016,15.37329603,10537,26,-0.261149075,2.8,1.54,1.3975,7.2563
S01010017,14.61940544,8736,21,-0.221179033,1.5725,2.7871,1.5725,7.7129
S01010018,12.29222004,4251,11,-0.334169494,1.2848,3.411,1.2848,7.22115
S01010019,12.94130329,5368,13,-0.094777065,1.8511,3.4706,1.8511,7.6393
S01010020,15.5172805,10859,27,-0.069411097,2.83415,2.535,2.24,6.1838
S01010021,22.31199119,25776,62,-0.042897684,2.42555,3.96315,2.37625,7.1376
S01010022,15.78956362,11528,28,0.437104907,4.786288806,4.786288806,4.692677612,5.0183
S01010023,11.77277654,3502,9,0.004225583,3.2289,3.2289,2.739,3.7554
S01010024,20.7397602,22784,55,-0.488263535,3.07,3.07,0.795,2.7253
S01010025,16.35832768,12850,31,-0.745643928,2.358,1.9536,1.718,1.457
S01010026,17.23876765,14948,36,-1.062364499,1.6025,1.6025,0.9625,1.457
S01010027,17.7973258,16313,40,-0.981630654,1.474,1.474,0.834,2.117
S01010028,16.56058804,13299,32,-0.460784371,2.68625,2.68625,1.22645,2.66575
S01010029,13.78257432,6966,17,0.01990377,3.2289,3.2289,2.739,4.0595
S01010030,16.85330113,14006,34,-0.751629036,1.34025,1.34025,1.17025,3.207
S01010031,28.4149765,33737,81,-0.616356544,2.141139474,1.935752514,1.879739473,3.311807895
S01010032,26.48420671,31798,77,-0.760750191,2.6528,1.1149,2.669298507,2.5392
S01010033,33.34984048,37194,90,-0.832959158,0.71375,1.2801,2.1321,4.2878
S01010034,23.06390522,27085,65,-0.426563849,2.1558,1.5947,3.0053,2.6817
S01010035,28.97418941,34236,83,-0.672636871,2.9473,1.1149,2.5,1.9691
S01010036,31.13691869,35897,87,-0.484055218,2.464898507,1.9377,2.690098507,3.1632
S01010037,24.08304234,28654,69,-1.042134202,1.085,1.7825,1.315,1.6495
S01010038,26.19331325,31501,76,-0.769382881,1.55,2.2543,1.55,1.8845
S01010039,35.98408559,38441,93,-0.935802235,2.4693,1.0034,1.3461,2.3628
S01010040,24.18715969,28809,70,-0.498554994,2.1518,2.026,2.1518,2.4234
S01010041,28.61992465,33946,82,-1.069457378,3.4476,0.8354,1.0677,1.9745
S01010042,26.43805352,31740,77,-1.23084225,1.0247,1.3635,1.0247,1.4058
S01010043,28.98436383,34253,83,-1.528313919,0.68915,0.9983,0.68915,1.1083
S01010044,19.67608441,20500,50,-0.739466074,2.01755,2.01755,2.01755,0.78375
S01010045,18.44629774,17785,43,-0.709666033,1.9961,1.9961,1.9961,0.90925
S01010046,15.46954669,10761,26,-0.135921287,2.82205,2.82205,2.82205,2.28095
S01010047,18.84362698,18657,45,-0.798341417,1.9331,1.9331,1.9331,0.78
S01010048,10.28290941,1792,5,-0.342950273,1.865,1.865,1.865,4.1151
S01010049,32.92144907,36960,89,-1.860276324,0.3,1.33,0.235,0.954
S01010050,16.95415405,14227,35,-0.93293964,1.49535,1.1825,1.15625,2.4849
S01010051,22.41327658,25943,63,-1.058793324,1.415,1.205,0.8325,1.8975
S01010052,30.67575143,35580,86,-1.036399819,1.84225,1.0025,0.8365,1.9765
S01010053,24.16167843,28778,69,-0.442061872,2.3297,2.3297,2.3297,2.1757
S01010054,19.41615464,19962,48,-0.232875164,2.8435,2.936,2.8435,3.3787
S01010055,29.92038777,35035,84,-1.459495877,0.8575,2.0268,0.8575,1.122
S01010056,24.6026746,29434,71,-0.385993922,1.815,2.57335,2.1725,2.6665
S01010057,19.73805866,20648,50,-0.489065259,1.57375,2.566,1.80875,2.1925
S01010058,20.99561198,23317,56,-0.785988794,1,2.33,1.22725,2.05
S01010059,14.62389986,8749,21,-0.387046541,1.8925,2.9125,1.891,2.805
S01010060,25.90632089,31152,75,-1.704384945,0.3275,1.47,0.235,1.19
S01010061,23.3091603,27503,66,-0.682175347,1.946,0.765,1.946,3.2205
S01010062,22.77386478,26564,64,-0.977953128,0.981,1.3675,0.981,2.788
S01010063,26.72637761,32068,77,-0.814674451,1.116,1.9285,1.116,3.0905
S01010064,15.69783995,11286,28,-0.420609882,2.031,2.8175,2.046,2.798
S01010065,12.92877614,5346,13,-0.167460278,2.5785,3.35,2.5785,3.3305
S01010066,16.36341853,12866,31,-0.388427307,1.795,2.9375,1.56,2.6575
S01010067,14.55088725,8594,21,-0.407563445,1.795,2.9375,1.56,2.6575
S01010068,17.68706421,16027,39,-0.728597118,1.375,2.1675,1.14,2.2375
S01010069,21.08238688,23496,57,-0.161634286,2.887,1.7285,2.887,4.3505
S01010070,17.64705392,15938,39,0.06883416,3.5685,2.725,3.5685,5.3705
S01010071,14.68955743,8911,22,0.308533131,5.334934211,4.5504,1.99725,8.447676119
S01010072,19.88012828,20959,51,-0.70602724,1.946,0.63375,1.946,2.742
S01010073,21.74334113,24747,60,-0.460748863,2.1542,1.34865,1.771,2.972
S01010074,24.99975615,30031,72,0.431760728,4.9902,3.3087,4.4226,6.63445
S01010075,15.9287858,11818,29,0.449828337,6.90525,5.97915,1.71475,9.341426119
S01010076,16.45088887,13059,32,0.2508228,6.3615,5.4354,1.076,8.702676119
S01010077,14.15350809,7759,19,0.343288644,6.489,5.4354,1.541,8.542676119
S01010078,22.25985936,25692,62,0.481361535,6.2837,2.8841,2.8841,9.8101
S01010079,27.86284514,33156,80,0.540948123,5.5202,3.592,4.1253,7.6057
S01010080,31.23192385,35964,87,0.47452354,4.9902,3.147,4.4051,7.0999
S01010081,30.06426815,35137,85,0.296043598,4.2927,2.4495,3.2848,6.4024
S01010082,25.42422666,30577,74,0.535297899,5.7927,3.677,4.1253,7.6449
S01010083,17.90152531,16558,40,0.110587937,2.235,2.235,2.235,10.52375
S01010084,17.02246913,14404,35,-0.138111242,1.6675,1.6675,1.6675,10.2325
S01010085,27.14675905,32444,78,0.048768985,2.9375,1.79,1.992,9.402998507
S01010086,16.71433411,13669,33,-1.133809279,0.5125,0.5125,0.5025,9.703598507
S01010087,36.24856848,38536,93,-0.100361355,4.8496,1.0925,1.0925,8.6166
S01010088,19.15591897,19366,47,0.822880299,6.015578947,5.6215,5.37825,12.53073956
S01010089,28.97566356,34238,83,-0.484991504,2.1429,1.2235,0.6555,8.954898507
S01010090,23.20806196,27314,66,0.004856844,2.595,2.166,1.598,9.925148507
S01010091,17.58701621,15780,38,0.702531992,5.09,5.09,5.09,10.78805
S01010092,20.03968412,21280,51,-0.851060516,0.785,0.785,0.705,9.117498507
S01010093,23.23594254,27368,66,-0.332638025,2.2189,1.36625,1.1761,7.801798507
S01010094,28.05317259,33372,80,-0.452229067,1.9999,1.0547,0.9981,8.255398507
S01010095,25.22160147,30322,73,-0.046186246,3.58765,0.905,2.58585,8.770548507
S01010096,28.51489408,33844,82,0.317672929,4.3926,2.1375,3.1736,9.031809701
S01010097,31.30404705,36012,87,0.217566987,4.7047,2.0304,2.1163,8.5713
S01010098,30.99851978,35809,86,0.126529111,3.6426,1.79,2.2096,8.6916
S01010099,24.42214684,29133,70,-0.250227572,2.7814,0.7455,1.7796,9.016798507
S01010100,21.50399497,24299,59,0.338286969,4.4395,3.7436,3.3513,6.652798507
S01010101,21.00463293,23332,56,0.043947883,3.1795,2.6176,2.0913,7.112798507
S01010102,22.60320525,26265,63,0.367187806,4.8383,3.9615,3.7501,6.374619403
S01010103,21.80901899,24865,60,0.468734885,5.35,3.3486,4.3482,7.747119403
S01010104,23.46937739,27739,67,0.360152114,4.7858,4.17025,3.6976,6.344048507
S01010105,12.71153048,4961,12,0.40884814,6.8815,6.8815,2.175,6.8815
S01010106,14.22277795,7921,19,0.365986026,6.216380597,6.035,3.0425,6.216380597
S01010107,14.77693857,9108,22,0.216322097,5.648880597,5.4675,2.5075,5.648880597
S01010108,14.3801938,8243,20,0.499669496,6.923880597,6.7425,3.43375,6.923880597
S01010109,13.61008674,6605,16,0.637702343,7.576380597,7.395,4.0725,7.576380597
S01010110,11.1828138,2747,7,-0.169834855,4.2135,4.1565,1.855,4.2135
S01010111,11.64200011,3319,8,0.300931634,6.454,6.454,1.7475,6.454
S01010112,12.60895427,4787,12,-0.14865637,4.405,4.1325,2.165,4.405
S01010113,14.67462877,8876,22,-0.228079798,2.9325,2.9325,1.7265,2.9325
S01010114,15.03291808,9716,24,-0.31966748,2.7505,2.7505,1.5445,2.7505
S01010115,11.82332864,3571,9,0.007120501,4.6877,3.18425,2.00585,5.2079
S01010116,12.11257093,3999,10,-0.002009309,4.0845,2.876,2.005,5.9529
S01010117,13.2142607,5844,15,0.240550124,5.5064,4.176,2.6343,5.5064
S01010118,17.02875111,14428,35,0.691363467,6.13441791,6.03941791,6.03941791,6.13441791
S01010119,17.0960528,14593,35,0.011221066,3.95,2.1225,3.2,3.95
S01010120,16.70710561,13648,33,0.524202418,5.08566791,5.08566791,5.08566791,5.08566791
S01010121,15.18204865,10071,25,-0.194116194,4.475,0.59,3.725,4.475
S01010122,19.52296516,20194,49,-0.56107669,2.1025,2.07625,1.3525,2.1025
S01010123,19.58794263,20322,49,0.467684836,6.7547,3.0725,3.0725,7.928
S01010124,19.09834251,19249,47,0.447001733,6.5521,3,3,7.2502
S01010125,17.25630686,14985,36,-0.591817526,6.86335,0.3905,0.3905,7.41145
S01010126,21.73800429,24739,60,0.137864199,4.1521,1.45,3.699,4.2715
S01010127,19.92711691,21052,51,0.069777625,5.9121,1.56,1.56,6.4602
S01010128,18.16850927,17155,42,0.268308236,6.86735,2.03625,2.03625,7.333058955
S01010129,22.36626687,25863,62,0.69849519,6.59491791,4.8843,5.9422,6.7367
S01010130,23.57794239,27904,67,0.307069769,6.3247,2.20725,2.635,6.8447
S01010131,25.79239047,31005,75,0.251983397,4.00195,2.15875,3.40185,6.11165
S01010132,23.94874377,28472,69,-0.299353914,2.0025,2.0394,1.97325,3.2557
S01010133,20.41962226,22114,53,0.265745592,3.52,3.4553,3.74,4.3865
