LSOA21CD,ah4blue,ah4dent,ah4gp,ah4hosp,ah4phar
E01000490,4.5619,1.1179,1.4785,1.4785,0.944
E01000491,4.1766,2.0799,2.2156,2.1048,1.7919
E01000492,3.9232,1.5019,1.4916,1.0028,1.0365
E01000493,3.1842,1.6448,1.7565,1.4451,1.7195
E01000494,5.0097,1.6596,1.6501,1.7998,1.3246
E01000495,4.6882,1.3785,1.6801,1.8414,1.2202
E01000497,2.3152,1.7871,1.6008,2.4485,1.4829
E01000498,1.4102,2.453,2.4214,2.8902,1.753
E01000499,2.004,2.2777,1.9296,2.9753,1.0783
E01000501,2.8008,1.9788,1.7539,2.9601,1.5779
E01000502,2.1553,1.4176,1.8939,2.7928,2.0992
E01000503,3.0417,2.023,1.8446,3.1414,1.6106
E01000504,5.2497,1.2241,1.2622,1.4548,1.0092
E01000505,5.0379,0.9057,1.8571,1.702,1.5013
E01000506,3.0445,1.334,1.5525,1.025,1.3853
E01000507,4.2238,1.3064,2.4448,1.5799,1.3347
E01000508,2.9745,0.7538,1.1626,0.7036,0.9203
E01000509,1.3898,1.9903,1.3441,2.0724,1.1459
E01000510,1.7918,1.5945,1.1919,1.874,0.4652
E01000511,2.4198,0.8889,1.0503,1.283,1.1653
E01000512,3.5422,1.6458,2.0631,1.3472,1.2361
E01000513,2.9155,1.255,1.3873,1.435,0.9961
E01000514,3.9324,1.6212,1.0862,1.7056,1.52
E01000515,4.5647,1.8624,1.6143,1.9169,1.7156
E01000516,3.5925,0.9585,0.8529,1.592,1.0582
E01000517,5.4166,0.6984,0.7557,1.5268,1.2291
E01000518,3.931,2.0695,1.8765,2.2935,1.9879
E01000519,3.9528,1.5721,1.5721,2.9694,1.5854
E01000520,4.6977,2.277,1.5108,1.4389,1.8397
E01000521,1.7818,0.5116,0.7074,0.6609,0.4363
E01000522,2.6949,1.3886,1.5802,1.1746,1.2446
E01000523,2.1108,1.0017,1.0044,1.0658,0.7159
E01000524,1.8433,0.8291,0.986,0.7571,0.7039
E01000525,1.2577,0.1454,1.3103,0.3633,0.72
E01000526,2.7085,0.7674,0.6705,0.7729,0.8896
E01000527,2.483,0.9533,1.1527,0.8289,0.893
E01000528,2.4234,0.5351,0.819,0.5868,0.8087
E01000530,2.4313,1.7593,0.9367,1.7324,1.818
E01000531,2.1399,1.9272,1.1277,2.2508,1.9224
E01000532,2.0637,1.3365,1.5763,2.3907,1.355
E01000533,2.4303,0.9278,1.3594,0.9542,0.7479
E01000534,2.6968,1.6681,1.0581,1.3902,1.3713
E01000535,2.2385,1.0952,1.0175,1.1216,0.9258
E01000536,7.383,0.5093,0.7601,2.307,0.7547
E01000538,7.0282,1.6097,2.1296,2.4047,2.0093
E01000539,6.0679,1.0518,1.3151,1.3151,1.6877
E01000540,6.8754,1.5332,1.7589,2.3164,1.8262
E01000541,7.7418,0.6203,1.0015,1.0419,0.735
E01000543,6.0128,0.6145,1.0962,0.859,1.1042
E01000544,1.7335,0.7119,1.7127,0.8103,0.8841
E01000545,3.9944,0.4847,0.7321,0.7321,0.5179
E01000546,3.696,0.9857,1.1763,1.1763,0.3513
E01000547,3.3682,0.899,1.2097,1.1949,0.596
E01000548,3.401,0.5771,1.3877,0.6581,0.6718
E01000549,3,1.07,1.2411,0.9975,0.989
E01000550,2.8853,0.8894,1.8298,1.2982,0.3615
E01000551,2.4188,1.0171,0.9498,1.1135,0.9198
E01000552,2.2496,1.0917,1.4457,0.8782,1.0162
E01000553,3.4703,1.0889,1.095,1.8329,0.8861
E01000554,3.6649,1.7101,1.6,1.8238,1.4952
E01000555,4.3787,1.3056,1.4413,1.3401,1.6145
E01000556,3.9224,0.4034,0.5456,1.3465,0.5782
E01000557,4.2005,0.8345,0.6047,1.655,0.939
E01000558,5.0324,0.9422,0.9848,0.815,0.9335
E01000559,5.0453,1.2374,0.6785,1.4105,0.5855
E01000560,5.2394,1.5101,0.7475,1.3417,0.9959
E01000561,5.2173,0.9922,1.0672,1.1552,1.1077
E01000562,4.0893,1.3343,1.4573,1.6027,1.2678
E01000563,4.4907,1.1336,1.8586,2.0041,1.0573
E01000564,5.3996,2.5525,2.4879,3.0937,0.893
E01000565,4.4603,1.0955,1.7559,1.7559,0.7115
E01000566,5.4685,2.0754,2.7217,2.8544,1.5544
E01000567,3.9893,1.2064,1.4169,1.5624,1.079
E01000568,6.9552,1.1005,1.0397,2.3306,1.2327
E01000569,5.3904,2.1024,2.7584,2.9039,2.0707
E01000570,4.4593,1.8342,1.919,2.3069,1.1654
E01000571,4.6776,1.1226,1.7067,1.7632,1.3351
E01000572,6.7983,1.1813,2.2676,2.9744,1.1813
E01000573,5.5398,0.9788,1.4649,2.2569,0.7194
E01000574,6.5361,0.6212,2.6802,3.4721,0.6212
E01000575,4.7939,1.2822,0.8911,2.2731,0.9489
E01000576,4.4604,1.2902,0.7542,1.9455,0.9438
E01000577,6.063,1.921,2.431,3.3561,0.9332
E01000578,4.0837,1.3451,1.0395,1.3676,0.8605
E01000579,1.121,1.6732,1.9378,1.9454,2.0388
E01000580,2.8646,1.3714,1.333,1.333,0.9945
E01000581,3.1237,0.7676,2.168,1.1909,1.4472
E01000582,2.0296,1.0069,1.8613,1.6541,1.1511
E01000583,2.3705,0.9863,0.6551,0.75,0.6978
E01000584,2.5948,1.0988,2.1372,1.9089,1.6261
E01000585,1.8188,0.9498,2.0393,2.1222,0.6983
E01000586,1.0253,1.0176,1.6254,1.6326,1.3892
E01000587,5.2808,1.883,1.0284,1.8926,1.4621
E01000589,6.3912,1.1701,1.794,1.5422,1.0008
E01000590,5.7195,2.3125,1.0733,1.448,1.256
E01000591,6.0236,0.6218,0.8593,1.2299,0.7115
E01000592,4.2742,1.0823,1.1135,1.4655,0.9645
E01000593,5.3804,1.2906,1.1558,2.2852,1.4159
E01000594,5.8027,0.8594,1.5638,2.1936,1.3048
E01000595,2.8027,1.0626,1.2004,1.0367,1.5361
E01000596,2.6645,1.1395,1.1395,2.2344,2.0643
E01000599,1.6553,0.9795,1.2784,1.2257,0.6348
E01000601,2.7644,2.1802,2.1802,2.0682,1.3249
E01000602,2.7684,2.1841,2.1841,2.2339,2.233
E01000603,2.646,1.4013,1.4013,2.0557,2.0548
E01000604,2.8225,2.2553,2.4232,2.7153,2.2155
E01000605,2.1606,1.0461,1.1868,1.7721,0.9503
E01000606,3.5021,1.2509,1.2381,1.1119,1.156
E01000607,3.9163,1.1563,1.9353,2.0474,1.6847
E01000608,3.6502,0.6502,1.3521,1.3521,0.8376
E01000609,3.6695,0.9925,1.7555,1.6544,1.0575
E01000610,3.7321,1.074,1.5469,1.6676,1.454
E01000611,3.1256,1.3201,1.7886,2.0743,1.0895
E01000612,3.0819,0.7266,0.7266,0.7266,0.7266
E01000613,4.6653,2.0359,2.4158,2.6231,0.8229
E01000615,4.4568,2.0236,1.8161,1.2107,1.8022
E01000616,4.1386,1.2284,1.7608,1.2363,1.0684
E01000617,3.6144,1.1313,1.1073,1.21,0.9804
E01000618,3.0678,1.313,0.8451,1.2498,1.295
E01000619,3.1268,1.372,1.1266,0.8764,1.3568
E01000620,2.7895,1.0347,0.7847,1.6376,0.8399
E01000621,2.2781,0.5981,0.6878,1.2217,0.5759
E01000622,0.8573,2.5719,1.6559,2.7876,1.7427
E01000623,2.8965,1.2173,1.2173,2.8643,0.9445
E01000624,2.0908,1.3987,1.3987,3.0434,1.3058
E01000625,1.9533,1.8561,1.3524,2.3634,1.5661
E01000626,1.5048,2.4939,1.637,2.659,1.5874
E01000627,1.389,2.002,1.6933,2.1133,1.1372
E01000628,1.901,1.5316,1.5534,1.378,1.3331
E01000629,2.7126,1.0062,1.0062,3.1214,1.0062
E01000630,2.6174,0.8677,0.8146,1.2438,1.0026
E01000631,3.093,0.9254,1.2036,1.014,1.2176
E01000632,1.6254,1.0619,0.7217,1.934,0.6549
E01000633,2.1728,0.5901,0.7423,1.2632,0.8673
E01000634,3.0247,0.973,0.7198,1.4087,1.0943
E01000636,3.6395,0.6391,1.3402,0.6079,0.6713
E01000637,4.5347,0.878,1.0963,0.9416,0.9379
E01000638,3.6187,0.8626,1.1092,1.0866,0.61
E01000639,4.9581,0.8027,1.1212,0.9836,0.7041
E01000640,4.2313,0.4677,0.6371,0.739,0.4099
E01000641,3.8773,0.9397,1.0238,1.0529,0.7356
E01000642,5.1558,0.8836,0.9463,0.8762,0.5158
E01000643,3.9105,1.097,1.1171,0.8189,1.0512
E01000644,4.6102,0.735,0.8678,0.7132,0.7729
E01000645,8.4936,3.1927,3.4738,3.3819,1.9
E01000646,6.6734,1.9003,1.3984,1.8776,1.4386
E01000647,6.69,2.1765,1.8229,2.1403,1.1057
E01000648,6.7267,2.5939,2.2275,2.2573,1.4493
E01000649,8.5017,3.6242,4.247,1.5926,2.5433
E01000650,8.4189,2.9155,3.9832,1.9722,2.8841
E01000651,7.2833,2.125,2.8894,2.4515,2.1315
E01000652,8.8534,1.757,3.8356,2.1878,1.757
E01000653,8.3869,3.3501,3.1755,2.1799,2.6243
E01000654,10.9545,1.001,2.2807,2.4365,2.1426
E01000655,11.8544,1.6075,2.7964,3.2578,2.7601
E01000656,12.5832,2.5264,1.4331,2.5426,1.6382
E01000657,11.997,1.0808,1.0808,1.0808,1.8988
E01000658,12.7417,1.9839,2.1637,2.1637,2.9831
E01000659,12.4412,2.2281,1.4252,2.6421,1.6041
E01000661,7.6292,2.0112,1.6516,0.9582,2.0493
E01000662,8.308,1.3691,2.8499,1.4579,1.3691
E01000663,8.6268,2.594,2.8132,3.2457,2.4286
E01000664,8.1767,1.7761,1.9407,3.4407,3.4508
E01000665,7.1871,1.0967,1.435,2.718,3.4232
E01000666,6.5854,3.2054,3.868,3.8579,4.4928
E01000667,7.2139,1.6538,2.6637,2.4276,3.9255
E01000668,6.039,0.9364,1.4081,1.0972,0.9429
E01000669,6.4083,0.6076,1.7249,0.8977,0.614
E01000670,5.1195,0.9838,1.3122,1.5487,1.0075
E01000671,4.9741,1.2932,0.62,0.62,1.5663
E01000672,5.4417,1.8617,1.3929,1.6685,1.7053
E01000673,3.9459,1.7893,1.8988,2.2435,2.6133
E01000674,4.6657,1.0373,0.6809,1.3554,1.6279
E01000676,5.1609,0.5202,0.9117,0.4712,0.7541
E01000677,4.6785,0.8823,1.0165,1.1517,1.1443
E01000678,5.4584,1.0875,0.9397,0.989,1.6342
E01000679,5.7693,1.3687,1.2999,1.2999,1.5113
E01000680,8.7667,5.5351,4.1472,5.0426,5.5351
E01000681,8.0715,2.2172,2.7381,1.9798,2.1179
E01000682,8.8619,2.0022,2.0022,2.1355,0.9942
E01000683,7.997,2.0639,1.4556,1.4556,1.8272
E01000684,8.8805,1.8887,1.1441,2.4212,1.5706
E01000685,8.4094,1.6488,1.307,3.2292,1.6488
E01000686,9.1429,1.4801,1.4801,2.4165,1.1361
E01000687,9.7542,1.2265,1.2265,3.0582,1.2265
E01000688,9.5969,1.8483,1.4728,3.9354,1.8483
E01000689,6.064,2.9912,3.0666,2.9849,2.6935
E01000690,5.3931,1.1536,1.2572,1.6032,1.4784
E01000691,5.3132,1.137,1.2918,1.8004,1.6756
E01000692,5.9485,0.6666,1.1143,0.8695,0.972
E01000693,5.1341,2.8853,2.9606,2.4369,2.6515
E01000694,8.4571,1.288,3.1051,3.7753,3.821
E01000695,8.4213,2.1937,3.0889,3.2336,3.0598
E01000696,5.9888,2.6245,2.6629,2.0507,2.2196
E01000697,7.3559,2.9384,3.4655,2.6429,1.3669
E01000698,4.9362,3.4259,4.0299,3.9811,3.8341
E01000699,1.8891,1.5274,1.1594,1.8263,1.0301
E01000700,2.0587,1.3678,2.3228,1.2918,2.233
E01000701,1.7076,1.7317,1.461,1.7814,1.4991
E01000702,2.6633,0.8032,1.9092,0.896,1.8721
E01000703,3.0689,0.7274,1.1835,1.0164,1.0339
E01000704,1.7427,2.1046,1.7347,2.3007,1.4946
E01000705,2.487,1.9867,1.8461,2.3824,1.4624
E01000706,1.1619,3.3262,1.7572,3.3445,1.8571
E01000707,2.4293,1.2034,1.1044,1.2034,0.7748
E01000708,1.7643,2.1223,0.7938,2.1223,0.6772
E01000709,2.9562,0.939,1.4426,1.2392,1.3396
E01000710,3.4213,1.9467,1.8588,2.1028,1.556
E01000711,3.5203,2.0457,1.9578,2.4411,1.78
E01000712,2.7273,2.0019,1.6123,1.8705,1.5419
E01000713,2.8202,2.1616,1.7282,1.9802,1.7607
E01000714,2.0841,0.5517,0.7748,1.0131,0.534
E01000715,1.7131,1.3766,0.9018,1.1599,0.8309
E01000716,2.1405,1.9213,1.3177,1.4305,1.2992
E01000717,2.8624,1.6148,1.4597,1.4597,1.835
E01000718,4.0196,2.5251,2.4419,2.1306,2.1656
E01000719,1.2154,2.1507,2.0534,2.0743,1.0352
E01000720,2.987,3.4918,3.786,3.5288,3.231
E01000721,2.1514,1.9822,1.9822,1.9822,1.5289
E01000722,2.5076,1.9755,0.9532,1.6309,0.9781
E01000723,5.4641,2.7385,2.003,2.0332,2.7491
E01000724,2.6091,1.5154,1.5154,1.5154,1.8049
E01000725,3.0242,0.9981,0.9981,0.8618,0.8445
E01000726,4.1553,1.6547,1.2686,1.2686,1.6653
E01000727,4.4315,1.0169,1.2587,0.7637,0.9429
E01000728,0.9017,3.2616,3.2055,2.5226,1.8139
E01000729,1.8759,1.0987,1.2533,1.2533,1.0987
E01000730,2.4314,2.3279,1.921,1.8949,2.2373
E01000731,3.3835,2.5789,2.6308,2.6308,2.5604
E01000732,3.9923,2.2827,1.8269,1.8269,2.0416
E01000733,3.0804,2.4739,1.2546,1.3336,1.2546
E01000734,3.9999,2.4878,1.4483,1.7003,1.7757
E01000735,2.2018,2.0826,2.4723,2.4295,2.0791
E01000736,2.7278,1.0154,2.0994,1.9035,1.6192
E01000737,2.4739,1.1604,1.8064,1.6473,1.4411
E01000738,1.0338,1.6322,1.164,0.9473,1.6322
E01000739,1.7009,1.4935,1.1098,1.025,1.4935
E01000741,3.102,1.3089,2.0186,1.5594,0.8396
E01000742,1.7729,1.5894,1.7458,1.3278,1.8738
E01000743,2.525,0.6419,0.9863,0.6635,0.9863
E01000744,2.6361,1.7669,1.8398,2.1421,1.468
E01000745,1.9561,1.5212,1.325,1.325,2.0073
E01000746,3.101,0.7679,1.6206,1.223,1.1069
E01000747,12.4528,6.4369,6.5405,6.7599,6.3075
E01000748,11.4532,4.9244,5.753,5.804,6.2485
E01000749,12.2015,7.4756,6.0036,8.3392,5.9421
E01000750,9.7308,2.6041,1.1572,2.2343,3.4411
E01000751,8.7692,1.6425,0.9648,1.4696,2.7149
E01000752,10.0144,2.5389,0.955,3.1265,0.8059
E01000753,9.0992,1.922,2.1448,2.4918,3.0399
E01000754,8.3976,1.2961,2.8206,1.9809,0.8641
E01000755,8.7031,1.57,3.2395,2.2698,1.5298
E01000756,8.9764,1.4843,1.7523,1.981,3.6572
E01000757,8.6142,1.5638,2.6268,2.0881,2.6924
E01000758,7.9249,1.7207,2.7762,1.6039,2.3608
E01000759,6.0225,4.1186,3.0454,3.2023,2.076
E01000760,6.5563,3.681,1.9288,1.9288,1.4317
E01000761,6.3602,3.6965,2.3476,2.3476,1.104
E01000762,4.3451,1.8934,2.3791,2.3791,1.8577
E01000763,3.5676,1.8634,1.949,3.0633,2.1534
E01000764,4.0816,1.782,1.965,3.2619,1.8859
E01000765,3.5004,1.3227,1.0457,4.0386,1.4608
E01000766,4.4243,1.5594,1.3317,3.626,1.5594
E01000767,3.6234,1.0412,0.8543,3.9598,1.0412
E01000768,4.9889,1.9514,1.7337,2.7981,1.5767
E01000769,4.2265,3.2135,2.3281,3.6785,2.446
E01000770,1.4447,1.113,1.238,1.3824,1.0873
E01000771,2.5344,1.4578,1.3206,1.6103,0.8693
E01000772,1.232,1.7354,1.3846,1.6428,1.0885
E01000773,3.3824,2.8297,2.381,2.8297,1.6133
E01000774,1.9518,2.1316,0.969,2.1316,0.6994
E01000775,3.3073,3.3969,3.2186,3.7678,2.3747
E01000777,3.2141,3.1837,2.4376,3.341,1.3056
E01000778,2.638,3.506,1.9044,3.506,1.2463
E01000779,5.617,2.0404,2.6203,2.4743,1.0013
E01000780,5.6455,1.5118,1.5278,1.8286,1.4142
E01000781,5.8051,1.3295,1.2561,1.8199,1.8771
E01000782,6.5378,0.8286,0.8447,0.9073,2.3951
E01000783,6.2641,0.9819,0.8619,1.5159,2.1782
E01000784,6.0693,1.6322,1.8602,2.2809,2.1047
E01000785,6.7759,0.9667,0.957,1.0388,2.5696
E01000786,6.6198,2.0347,2.0347,2.8223,2.0347
E01000787,4.8071,1.467,1.4494,1.4942,1.4724
E01000788,5.2228,0.9733,1.102,0.8575,1.1237
E01000789,5.7821,1.0144,1.0144,2.0812,1.0144
E01000790,5.9704,1.0132,1.0219,1.2388,0.3371
E01000791,5.1653,1.311,1.1498,1.3328,1.3708
E01000792,5.987,0.8221,0.8221,2.2575,0.8221
E01000793,6.6918,1.8188,2.1103,2.376,1.9731
E01000794,7.3455,1.5145,2.023,1.7483,1.989
E01000795,7.3797,2.3531,2.5167,2.8871,2.623
E01000796,2.2513,1.3404,0.6648,0.6648,0.9712
E01000797,3.4806,1.1646,2.1736,1.6747,2.0226
E01000798,2.488,1.1294,0.9573,1.2999,1.0618
E01000799,2.1176,0.9409,1.6568,1.6568,0.9593
E01000800,2.4203,1.0701,0.5142,0.8923,0.7484
E01000801,2.2784,1.3218,0.7953,1.5187,0.8932
E01000802,2.1361,1.304,1.7567,1.7567,1.5313
E01000803,3.0086,1.5452,2.5904,2.0609,1.4048
E01000804,5.4511,2.2587,2.6273,2.616,1.9213
E01000805,2.7676,0.8883,2.0002,2.0558,1.3719
E01000806,1.715,0.7792,1.3412,1.3412,1.1106
E01000807,5.9017,0.696,1.0606,1.0606,0.7469
E01000808,6.4159,1.4782,1.5974,1.5974,2.3005
E01000809,8.0917,1.7768,2.3786,2.7106,1.5094
E01000810,5.6961,1.2358,1.1745,1.1745,1.5749
E01000811,7.3215,1.5856,1.5079,1.9404,1.3799
E01000812,5.4837,1.2166,1.0985,1.0985,1.764
E01000813,6.5317,1.382,0.751,1.1506,1.042
E01000814,6.5337,1.3621,1.518,1.3711,1.4015
E01000815,5.4374,1.5508,1.7202,1.7202,1.9203
E01000816,8.4044,1.4893,1.9823,1.9823,1.3774
E01000818,8.4392,1.3818,2.3815,2.3815,1.3818
E01000819,7.4109,0.9428,1.2627,1.2627,0.9428
E01000820,6.5748,1.8993,2.0048,1.9666,2.0048
E01000822,5.6023,1.2859,0.9299,1.2454,1.4251
E01000823,5.9686,1.3677,1.5041,1.4341,1.614
E01000824,5.3115,0.7941,1.1026,1.3015,1.2758
E01000825,6.1032,1.5138,1.3586,1.1715,1.5052
E01000826,3.5755,1.3916,3.364,3.9358,2.2327
E01000827,4.6256,1.5265,2.522,2.7864,1.0954
E01000828,3.6888,1.2928,2.2511,2.2511,2.5284
E01000829,5.055,1.3798,1.7082,1.9471,1.3743
E01000830,3.0738,1.4614,3.1104,3.1435,2.054
E01000831,4.1505,1.4726,2.5698,2.5698,2.1154
E01000832,5.7135,1.3609,1.7563,4.4754,1.7563
E01000833,4.369,1.5328,3.1273,4.2315,1.8869
E01000834,5.1888,1.4733,2.4045,4.4445,2.2328
E01000835,5.8564,0.9508,0.4126,2.9524,0.2592
E01000836,5.7811,1.6989,2.119,4.7443,2.119
E01000837,7.1876,1.0551,1.1284,2.608,1.2277
E01000838,6.5828,1.9355,1.6359,2.5449,1.567
E01000839,7.3112,1.5359,1.5403,3.4301,1.4182
E01000840,7.4722,2.939,2.1954,2.7248,2.0596
E01000841,6.6052,1.4733,1.1615,3.093,1.0061
E01000842,2.6215,1.5572,1.6131,1.6131,0.992
E01000843,2.2854,0.9297,1.5348,1.4082,0.7146
E01000844,2.7236,1.151,0.9295,1.4626,0.7604
E01000845,2.3886,1.0489,1.2655,1.2855,0.7636
E01000846,2.1205,0.8332,1.2797,1.341,1.063
E01000847,2.5509,1.1919,0.83,1.6092,0.6609
E01000848,2.3229,1.4843,1.7106,1.5224,1.0922
E01000849,2.1784,1.4142,1.6506,1.3268,0.7944
E01000850,2.7196,0.9726,0.7966,0.7316,0.5313
E01000851,2.1121,0.6718,0.8604,0.4579,0.5657
E01000853,1.9884,0.5171,0.7004,0.4706,0.5214
E01000855,2.2745,0.7426,0.7082,0.8011,0.538
E01000856,0.523,0.6868,0.9417,0.924,0.7703
E01000857,1.4353,1.5393,0.6348,1.9127,0.6348
E01000858,0.9414,1.1446,1.5623,1.3103,0.738
E01000859,1.0893,1.8001,0.6256,2.1861,0.6256
E01000860,0.6944,1.5963,1.1625,2.0081,1.1625
E01000861,0.6031,0.8611,0.8479,0.5703,0.6085
E01000862,0.4851,0.9827,1.6302,1.1332,1.2857
E01000863,0.9975,0.6731,1.2582,0.7329,0.8664
E01000866,0.9608,0.8521,0.7665,0.9861,0.7937
E01000867,0.6488,1.0508,0.568,1.1194,0.6525
E01000868,1.6787,2.3068,1.7018,1.4462,1.4065
E01000869,1.7674,1.073,1.1012,1.1012,0.6721
E01000870,1.6471,0.9085,0.8258,0.8229,0.8682
E01000871,5.1141,0.9189,1.1035,1.3883,1.4204
E01000872,4.5736,0.6086,0.7618,0.7545,0.6374
E01000873,4.8217,0.6192,0.8617,1.4604,1.1962
E01000874,3.8654,0.789,0.7005,1.2934,0.6369
E01000875,5.2498,0.8155,0.9741,1.2187,1.1686
E01000876,5.2072,0.9111,1.4348,1.4373,1.3446
E01000877,4.2063,0.5481,0.5647,1.4418,0.978
E01000878,3.6638,0.8237,1.21,1.6543,1.1484
E01000879,2.1721,1.0375,1.6274,1.3187,0.8186
E01000880,2.8766,0.9194,1.9101,1.4286,1.112
E01000881,2.5502,1.2739,1.5149,0.8828,1.4995
E01000882,2.3135,1.1338,0.9057,0.6257,1.107
E01000883,2.7613,0.62,1.4105,0.6418,1.067
E01000884,3.7997,1.323,1.6713,1.8705,1.5483
E01000885,3.021,1.4743,2.3158,1.7092,1.5725
E01000886,2.3141,1.7211,1.66,0.7278,0.7618
E01000887,1.3138,1.6092,1.0347,0.5287,0.6209
E01000888,1.7726,1.7925,1.3342,0.7433,0.9028
E01000889,2.5639,1.1264,1.0527,1.4083,0.9961
E01000890,2.1197,1.0083,0.901,1.1135,0.8776
E01000891,2.6599,0.9819,1.0443,1.6714,1.0443
E01000892,1.5704,1.6855,1.0207,0.584,0.7838
E01000893,0.6455,1.7431,0.7958,1.4511,0.9449
E01000894,1.3011,0.3795,0.8189,0.8189,0.3795
E01000895,1.5958,0.7347,1.4716,1.1329,0.5314
E01000896,0.9899,0.7136,0.8136,0.8409,0.6064
E01000897,1.6886,0.9459,1.1069,0.9604,0.8871
E01000898,1.7055,1.2262,1.1674,1.1319,0.9392
E01000899,1.9067,0.7564,1.9796,0.776,1.0306
E01000900,1.9596,0.7044,0.6518,1.3061,0.5602
E01000901,1.9459,0.9593,0.9517,1.1833,1.0124
E01000902,2.5734,1.4468,1.2038,1.5869,1.1295
E01000903,2.1592,1.0032,1.4012,1.2668,0.8588
E01000904,0.9919,0.9583,1.2735,1.0265,0.6485
E01000905,1.4929,0.6062,1.1633,0.8919,0.7423
E01000906,1.6215,0.7103,1.4748,1.4141,0.9629
E01000907,2.3547,1.2104,0.632,1.4664,1.2079
E01000908,1.9892,1.5467,1.1527,2.3268,1.2303
E01000909,1.5022,2.1692,1.2894,2.1366,0.968
E01000910,2.3884,1.8092,1.33,1.1626,1.3389
E01000911,2.6781,1.4363,1.3318,0.7768,1.2803
E01000912,2.8997,1.7872,1.0715,1.024,0.9823
E01000913,1.7391,1.602,2.0704,2.4777,1.3164
E01000914,1.6954,0.5891,0.838,1.0299,0.6578
E01000915,1.7975,0.491,0.5223,0.5802,0.4524
E01000916,2.0338,0.5202,1.081,1.1396,0.6658
E01000917,2.1263,0.6362,0.704,1.0631,0.4947
E01000918,1.8365,0.8782,0.864,0.8284,0.7198
E01000919,1.754,0.529,0.5526,0.547,0.6503
E01000920,2.1895,0.8699,0.4677,0.688,0.4709
E01000921,2.3624,0.563,0.9215,0.9795,0.6073
E01000922,3.4487,1.9223,2.642,0.9065,1.9223
E01000923,2.3544,0.828,0.8096,0.8096,0.828
E01000924,2.6395,1.142,1.0631,0.9715,1.0544
E01000925,2.4434,1.25,0.9048,0.4936,1.312
E01000926,2.0939,0.8899,1.3071,1.2489,0.7045
E01000927,1.2675,0.7861,0.7749,0.5807,0.4683
E01000928,2.7479,0.9754,0.7806,1.2919,0.6974
E01000929,3.3781,0.9935,1.0109,1.065,1.0063
E01000930,3.1598,0.654,1.4221,0.8704,0.6994
E01000931,4.0366,0.4189,0.9423,0.7462,0.7034
E01000932,4.2002,0.6957,1.3105,1.0314,1.1293
E01000933,3.7234,0.6907,1.2889,0.8633,0.9156
E01000934,3.4282,1.3883,1.536,1.8543,1.7955
E01000935,3.8635,1.7318,0.3709,0.3311,2.2382
E01000937,1.8274,0.6771,0.557,0.524,0.6592
E01000938,1.1742,0.591,1.2291,0.5616,0.7827
E01000939,1.2183,0.5222,1.1526,0.4935,0.623
E01000941,1.5222,0.6352,0.8705,0.6142,0.4201
E01000942,1.3635,0.5158,0.7903,0.6656,0.5889
E01000943,1.766,0.5625,0.8995,0.5689,0.662
E01000944,2.0554,0.7638,0.7917,0.8786,0.8916
E01000946,1.6372,0.686,0.718,0.5267,0.741
E01000947,1.5359,0.5402,0.5249,0.3762,0.5185
E01000948,1.3085,0.7252,0.949,0.8164,0.8092
E01000949,2.2609,0.8198,0.6698,1.1572,1.0958
E01000951,2.1921,0.4104,0.4379,0.5516,0.8167
E01000952,1.5116,0.7429,0.9907,0.61,1.0663
E01000954,1.9813,1.1651,1.0164,1.0434,0.9913
E01000955,2.1011,1.1985,1.0624,1.1418,0.735
E01000956,1.4632,0.532,0.723,0.7995,0.6262
E01000957,0.4264,1.4288,0.8677,1.2942,0.8887
E01000958,0.687,1.1326,1.0735,0.7105,1.1121
E01000959,1.2007,0.9082,0.835,0.7753,1.167
E01000960,2.9459,0.8593,1.6617,0.7713,0.8216
E01000961,2.8497,0.7449,1.4942,1.097,1.0334
E01000962,3.3277,1.2187,1.9847,1.1891,1.4892
E01000963,2.3149,0.8606,1.2063,1.261,0.9376
E01000964,3.586,1.1584,2.1633,1.1744,1.4578
E01000965,4.0969,1.026,1.3913,1.026,1.466
E01000966,3.9966,1.2954,1.6607,1.2845,1.7271
E01000967,1.4176,1.1325,1.4977,1.3813,1.3794
E01000968,4.3267,0.7236,1.6077,1.0543,1.2504
E01000969,3.8058,0.8373,1.1858,1.3303,0.6026
E01000970,4.2532,1.2147,0.8601,1.1912,0.7243
E01000971,4.5187,0.8149,0.543,0.6773,0.8536
E01000972,3.0489,0.4801,1.7594,0.8267,1.0259
E01000973,4.252,0.7544,1.5009,1.3624,0.8461
E01000974,4.8259,0.8236,1.2325,1.2325,1.1161
E01000975,4.0712,1.3217,1.3019,1.3019,1.5166
E01000976,4.6606,0.6322,0.866,0.9988,0.583
E01000977,5.2622,1.1645,0.8876,0.8979,0.9112
E01000978,4.9902,1.2533,1.2116,1.248,1.1185
E01000979,5.0943,0.6883,1.039,1.0118,0.7127
E01000980,6.1614,2.0898,1.6978,1.5545,1.6174
E01000981,5.1385,1.7135,1.436,0.6647,0.6936
E01000982,5.669,1.472,1.0832,0.9656,1.0491
E01000983,5.3686,1.0831,1.0163,0.9912,0.8679
E01000984,5.2348,0.9577,0.8858,0.8586,0.8489
E01000985,5.1204,0.8276,1.0643,0.831,0.9699
E01000986,5.4895,1.1221,1.2111,1.2235,1.1618
E01000987,4.3135,0.8399,0.7327,1.0494,1.0891
E01000989,3.434,1.131,2.7129,2.8565,1.131
E01000990,3.5404,1.5509,1.2577,1.0297,1.5967
