LSOA21CD,ah4blue,ah4dent,ah4gp,ah4hosp,ah4phar
E01007679,3.7296,1.3786,1.1923,1.5609,0.8486
E01007680,1.9829,1.3019,1.3063,0.6419,0.743
E01007681,6.6249,0.9203,2.359,2.3601,2.3589
E01007682,4.7174,1.5864,1.6256,1.6256,1.318
E01007683,5.1947,1.8438,2.8591,2.8591,2.0171
E01007684,6.2586,0.9622,1.956,2.0471,2.0471
E01007685,8.5665,3.0517,3.7538,3.8881,3.9081
E01007686,6.0254,1.441,1.5628,1.5628,1.1086
E01007687,6.1559,1.3589,1.2338,1.2338,1.2338
E01007688,5.7982,1.2768,1.6104,1.6104,1.2532
E01007689,8.2634,2.6504,3.7873,3.7873,3.7873
E01007690,6.9829,1.5998,1.6887,1.6648,1.5781
E01007691,6.1474,3.4483,5.1354,5.1354,2.2031
E01007692,5.1261,2.2513,3.8691,3.8691,2.001
E01007694,2.8575,4.1479,3.3895,2.8318,0.9206
E01007695,2.8755,4.5805,4.0534,2.4733,1.9093
E01007696,4.2921,5.0378,5.5293,5.1907,4.7882
E01007697,3.288,2.9642,2.7229,0.8943,2.4139
E01007698,3.3624,3.3436,3.1023,1.5458,2.1227
E01007699,2.563,4.3557,3.6547,4.5888,2.3099
E01007700,2.452,6.4442,1.6138,5.6765,1.3399
E01007701,1.6472,5.7686,1.946,5.2419,0.8281
E01007702,2.8433,2.5224,3.5308,1.16,2.3128
E01007703,3.3453,1.0815,1.8891,1.5169,1.5307
E01007704,3.6422,1.729,2.8828,2.2322,1.8215
E01007705,4.0193,0.795,1.1673,2.4189,1.1387
E01007706,2.427,3.1664,3.5149,2.3219,1.9033
E01007707,3.6099,2.128,3.2902,2.6155,2.133
E01007708,4.0136,1.5131,1.8385,1.945,1.6168
E01007709,5.2412,1.5904,1.1162,2.5771,1.3725
E01007710,4.4674,1.3042,1.575,2.7457,1.7328
E01007711,4.9509,1.5159,1.3959,1.9755,1.2439
E01007712,4.5117,1.6876,1.4673,1.8705,1.3672
E01007713,4.2524,1.1565,2.1582,0.8488,1.8223
E01007714,0.2833,0.7315,0.3113,0.191,1.0782
E01007715,1.7233,0.9102,0.795,0.6852,1.014
E01007716,1.1224,1.0326,1.5605,1.5388,1.5494
E01007717,2.0925,1.6093,1.602,1.5636,2.0848
E01007718,1.4367,1.1353,1.7365,0.8826,1.6351
E01007719,3.3841,3.0591,3.1943,2.5525,1.4158
E01007720,3.2259,3.6612,3.7965,3.5834,2.0302
E01007721,2.0057,1.693,1.6199,1.5834,1.2263
E01007723,2.2806,2.6589,2.3394,1.2779,2.3394
E01007724,5.5903,1.6475,2.0294,2.1706,1.8949
E01007725,4.1207,2.656,2.9246,2.9246,1.0302
E01007726,4.0426,2.9028,3.084,3.084,2.413
E01007727,5.4405,5.1154,5.2507,4.4719,2.0464
E01007728,2.9037,3.3941,1.7959,1.9627,2.2455
E01007729,2.7761,4.1985,0.9302,0.9302,1.0694
E01007730,3.2805,3.2219,2.3018,2.3018,2.5557
E01007731,2.0161,4.2461,1.1109,1.1109,1.6475
E01007732,3.5044,3.1601,3.0231,2.9763,3.2016
E01007733,2.7428,4.387,2.1245,2.1245,2.3785
E01007734,3.5246,2.2448,1.7363,1.1848,1.2126
E01007735,2.821,2.4966,2.0853,1.035,1.5617
E01007736,1.2565,2.3985,1.5027,1.2392,2.1165
E01007737,1.9112,2.2895,2.3412,0.6498,2.3138
E01007738,1.3743,1.9352,1.931,1.255,1.931
E01007739,2.0727,2.4817,2.1411,1.4862,1.671
E01007740,3.8138,1.5463,3.3359,1.696,1.696
E01007741,3.2213,2.0864,2.2777,1.6565,1.4245
E01007742,3.7997,2.1087,3.2547,1.1068,0.8769
E01007743,4.1284,2.5595,3.6773,1.5577,1.5353
E01007744,2.7708,2.1745,2.4823,1.7239,1.3413
E01007745,2.7412,2.973,3.2273,2.2947,2.1667
E01007746,4.6221,4.8459,4.6979,4.1756,3.9022
E01007747,3.1839,1.2458,1.6047,2.2775,0.9606
E01007748,5.3604,6.5338,6.3902,6.6916,6.1694
E01007749,3.1827,2.9072,2.786,3.8209,2.786
E01007750,3.5121,2.6385,3.1198,3.6746,1.331
E01007751,3.5532,1.5582,2.0388,2.5942,0.9483
E01007752,2.8198,8.5764,8.16,9.4901,8.16
E01007753,2.1948,11.123,10.7067,11.7968,10.7067
E01007754,10.9699,3.6047,3.6246,1.7418,1.9651
E01007755,10.3538,3.2639,3.2811,1.9075,2.1309
E01007756,10.5588,2.9779,2.9951,1.214,1.4374
E01007757,10.5951,1.9462,2.2289,2.3005,1.6514
E01007758,10.1874,1.9178,2.0374,2.1091,2.1089
E01007759,10.8257,1.5922,1.8749,1.9466,1.1524
E01007760,10.8863,1.633,1.9156,1.9873,1.1986
E01007761,9.8009,2.1239,2.8429,0.7642,0.7174
E01007762,10.4479,1.1909,1.6128,0.9329,1.4387
E01007763,11.058,0.8722,1.1548,1.2265,0.4324
E01007764,10.0452,2.4084,2.6911,2.7627,1.9686
E01007765,2.6422,1.8547,1.6193,1.0267,1.1655
E01007766,2.6922,2.6912,1.3896,1.03,0.8659
E01007767,2.1018,1.062,1.152,0.5162,1.0257
E01007768,1.5202,1.7065,1.1846,0.9749,1.5522
E01007769,0.8765,1.3889,0.8516,0.9697,0.8516
E01007770,1.9743,2.2614,1.6513,1.161,1.5696
E01007771,5.4594,1.1517,2.39,2.0552,1.6566
E01007772,0.6649,5.753,4.154,3.9038,3.9493
E01007773,4.234,1.5265,3.4345,3.1315,2.2427
E01007774,5.2792,1.4578,2.5686,2.2656,1.0797
E01007775,5.1075,1.8342,1.47,1.167,1.0553
E01007776,4.8321,2.4805,1.5813,1.5771,1.3065
E01007777,1.7336,3.6373,1.5655,1.2904,1.5655
E01007778,6.4233,4.8522,3.8049,1.2739,2.298
E01007779,6.5357,5.9358,4.8593,2.3288,3.3528
E01007780,5.4375,3.2843,2.9624,0.7946,1.1523
E01007781,5.9337,3.7096,2.7318,0.9322,1.281
E01007782,4.7211,2.8839,1.2513,0.927,1.2513
E01007783,4.0798,3.0512,0.7727,0.7124,0.7906
E01007784,2.7594,3.655,1.3264,1.6547,1.2114
E01007785,7.4871,2.9281,3.4353,3.0954,3.4353
E01007786,6.4926,2.1788,2.7597,1.7025,2.7597
E01007788,6.3229,3.4314,3.456,2.7769,3.456
E01007789,3.2383,4.0718,3.869,1.7539,2.4765
E01007790,5.452,1.2063,1.7453,1.4676,1.7453
E01007791,6.6236,2.1276,2.4411,2.673,2.4411
E01007792,4.8576,2.4639,3.0449,2.4079,3.0449
E01007793,3.5601,2.6505,2.6793,2.3881,2.3881
E01007794,2.0811,2.3219,2.2861,1.8075,2.284
E01007795,1.586,5.2038,4.4786,4.2644,4.4786
E01007796,2.1564,1.1336,1.0277,0.7473,1.0609
E01007797,2.5085,1.5508,1.4149,1.1112,1.5638
E01007798,1.3655,1.8353,2.046,1.7133,2.0421
E01007799,2.6145,1.5019,1.5432,1.3269,1.3269
E01007800,1.005,0.9605,1.2935,1.2093,1.2758
E01007801,5.6586,3.0806,3.3672,2.8698,2.7565
E01007802,5.0422,1.127,1.2447,1.127,1.2447
E01007803,4.3998,2.0893,1.8542,2.0893,1.8542
E01007804,5.3773,1.9387,4.6402,2.8468,2.8468
E01007805,4.8328,1.2857,4.2095,2.2225,2.2225
E01007806,4.2623,1.1502,3.7845,1.6249,1.6249
E01007807,4.7462,0.9482,4.2013,1.2822,1.2822
E01007808,6.3887,2.6791,2.7688,2.6791,2.7688
E01007809,7.9149,2.1163,2.1163,0.9879,1.5304
E01007810,8.8914,2.2786,2.2786,1.5626,2.3704
E01007811,4.7119,1.9727,2.0992,1.7163,1.5512
E01007812,5.355,2.726,2.7617,2.3486,2.1835
E01007815,8.2137,2.1534,2.1534,0.7918,0.967
E01007816,3.5674,2.7361,2.7465,1.2281,2.4733
E01007817,4.2505,1.7781,2.051,1.6732,1.9653
E01007818,3.6153,2.4611,2.4899,1.639,2.1728
E01007819,3.8623,2.4483,2.4587,0.9883,2.3972
E01007820,2.2522,4.1063,3.7272,2.7098,0.6257
E01007821,2.702,1.8387,1.7147,1.1158,1.2133
E01007822,3.0451,1.2783,1.0793,1.2209,0.8213
E01007823,6.4434,2.6458,1.4582,2.7889,1.1645
E01007824,5.3013,2.6391,1.8303,3.4908,1.6227
E01007825,1.8359,3.9625,3.0001,3.3625,3.3557
E01007826,5.7901,1.6854,1.7276,3.226,1.5633
E01007827,8.678,4.2762,3.5579,3.0947,2.0927
E01007828,4.5179,1.9004,1.2962,1.6234,1.622
E01007829,5.2378,1.7641,2.1757,2.6847,1.7744
E01007830,7.4056,2.8434,3.1811,3.3207,0.942
E01007831,4.0083,1.4502,0.5983,1.0088,0.8513
E01007832,4.6048,1.3037,1.1111,1.433,0.7363
E01007833,5.9585,3.135,2.2806,1.9817,1.3356
E01007834,3.2935,2.3937,1.2815,1.975,1.975
E01007835,7.1566,2.2065,1.1985,0.8408,1.07
E01007836,7.8852,2.9352,1.3231,2.052,1.3231
E01007838,8.7585,1.6545,2.98,2.98,1.1589
E01007839,8.4517,1.6434,2.7427,2.7427,1.0939
E01007841,9.4615,1.9526,2.3777,2.3777,1.7922
E01007842,9.7149,1.4353,1.3366,1.3366,1.3264
E01007843,7.358,2.4079,1.0785,1.0785,1.0785
E01007846,7.015,2.0649,0.9366,1.3919,0.8672
E01007847,3.0995,3.5218,1.6358,1.6358,2.6161
E01007848,3.7049,1.2471,1.2555,1.7959,1.2555
E01007849,4.9336,1.3294,1.5008,1.2793,1.4504
E01007850,3.4449,1.8713,1.9792,2.2423,2.2581
E01007851,4.0651,1.172,0.9738,1.0964,0.9738
E01007852,2.3762,3.0776,1.0499,1.0499,1.9969
E01007853,2.557,1.8067,2.0321,2.5663,1.8718
E01007854,1.538,3.6907,1.6363,1.5294,1.0311
E01007855,1.3965,3.1746,0.8263,0.8263,0.8263
E01007856,6.5345,3.3187,1.3457,1.3457,1.1813
E01007857,6.1182,2.5105,1.2449,1.2449,1.1905
E01007858,6.1355,2.1884,1.8311,1.8311,2.043
E01007861,6.9446,1.9478,2.0792,1.8487,2.8474
E01007862,4.5552,2.3976,2.6736,2.2538,2.617
E01007863,3.6765,1.1667,2.005,1.8327,1.8934
E01007864,3.5809,0.46,2.1433,1.6598,1.2619
E01007865,7.1449,2.2363,1.3684,1.3684,1.3391
E01007866,1.4286,0.788,0.8897,0.4732,1.1684
E01007867,2.0066,0.7589,1.6124,0.586,0.7263
E01007868,2.9508,1.2688,1.1341,1.0331,1.0584
E01007869,2.6854,1.3778,1.4449,1.1952,1.2874
E01007870,1.9739,0.9849,0.9849,0.6872,0.9849
E01007871,3.836,1.9307,2.3128,1.7466,2.0245
E01007872,3.2614,1.4596,1.8181,1.5155,1.9437
E01007873,1.9594,2.6309,2.3163,1.9863,2.0191
E01007874,1.7985,1.859,1.7273,1.6085,1.1614
E01007875,1.6244,1.3884,1.2315,1.1162,1.3884
E01007878,3.9617,1.9977,1.4094,0.7873,1.4094
E01007879,2.4255,0.8393,0.627,0.8171,0.627
E01007881,4.3323,1.6489,1.5377,1.5508,1.4205
E01007882,3.2044,0.9583,1.349,1.5426,1.349
E01007883,1.1753,2.7517,2.8425,2.2362,1.7533
E01007885,2.3374,1.7271,1.5646,1.3176,1.5646
E01007886,3.1247,2.7204,2.6094,0.8656,2.4525
E01007887,4.472,2.6141,1.9321,2.8698,1.9321
E01007888,3.5888,2.8694,3.6318,2.1765,2.1699
E01007889,6.1709,2.6322,3.7669,2.5588,3.0542
E01007890,5.2786,2.1931,2.4395,2.9898,1.7739
E01007891,6.5039,2.3933,2.6055,1.2985,1.4059
E01007892,2.0112,2.5279,4.5006,1.1357,1.1922
E01007893,4.0213,2.9515,2.1132,3.3174,2.1132
E01007894,6.3084,1.3232,2.8773,1.928,0.9393
E01007895,5.9595,1.0889,2.1361,1.745,0.763
E01007896,6.5512,2.5315,2.0748,1.521,1.5488
E01007897,5.2587,2.5596,1.0253,3.0305,1.0253
E01007898,1.0183,2.362,5.9163,2.4541,1.5017
E01007899,1.3014,2.9294,5.1095,1.6983,1.5416
E01007900,2.5888,1.5176,4.8803,1.2055,1.2821
E01007901,4.2935,2.4472,3.9043,2.1495,2.9013
E01007902,2.2803,1.208,1.0284,1.1016,0.9657
E01007903,2.252,1.6208,1.8181,1.6375,1.6362
E01007904,1.1223,2.3274,1.9906,1.6926,1.9217
E01007905,1.244,1.6837,1.9389,1.8369,1.5543
E01007906,2.2666,0.5705,0.9039,0.8628,0.6938
E01007907,2.8525,1.1615,0.7731,0.7731,0.7731
E01007908,3.7671,2.0111,1.6614,1.6614,1.6614
E01007909,4.8589,0.7645,1.1974,1.1707,0.9049
E01007910,6.1204,1.7806,1.9251,1.9513,1.8911
E01007911,4.1427,1.2111,1.4467,2.1047,1.339
E01007912,5.7035,1.2408,1.3986,1.5155,1.3812
E01007913,0.9689,1.9858,2.0164,2.0333,1.7884
E01007914,1.0544,1.0159,1.2786,1.3052,1.0967
E01007915,5.5758,2.9895,3.3529,3.3471,3.074
E01007916,7.4332,1.3268,2.4049,0.9648,1.3268
E01007917,7.0737,1.8539,2.9613,3.0102,2.6183
E01007918,1.5314,1.65,1.9056,1.9056,1.4913
E01007919,7.6747,1.9847,2.6683,1.2206,1.9847
E01007920,3.7862,1.9892,2.7477,2.7477,1.8828
E01007921,4.8768,1.3775,3.1814,3.1814,1.2821
E01007922,5.4357,3.3157,3.5778,3.5778,3.2916
E01007923,3.6323,1.1659,1.3682,1.3682,1.0071
E01007924,3.961,1.475,1.6338,1.6338,1.4179
E01007925,4.2446,1.5889,1.3984,1.3984,1.3984
E01007926,6.1169,2.5639,3.8137,4.8769,2.5577
E01007927,4.3919,2.7442,2.9373,2.5746,2.185
E01007928,4.3487,1.5498,2.3922,1.1294,1.4678
E01007929,2.8078,2.2884,2.4717,1.8422,1.8257
E01007930,3.2609,2.5938,3.3045,1.8268,2.4268
E01007931,3.7561,1.7195,2.2085,1.5579,1.6403
E01007932,1.0836,3.1537,3.1356,2.5411,2.5211
E01007933,3.191,3.9605,2.4527,2.4527,3.7993
E01007934,6.1832,1.4389,1.0569,1.0569,2.0172
E01007935,4.8739,0.6424,0.6916,0.6916,1.2559
E01007936,4.9546,0.7231,0.4953,0.4953,1.0287
E01007937,5.4647,1.1031,0.8367,0.8367,1.1708
E01007938,5.8259,1.5367,1.273,1.273,2.0985
E01007939,6.1468,3.2166,3.4549,3.174,1.5969
E01007940,2.461,1.7931,1.186,1.186,1.1372
E01007941,4.5228,2.0249,1.2272,0.7991,1.4769
E01007942,3.4805,0.8509,1.2879,1.2879,1.405
E01007943,3.8505,1.6349,1.2404,0.6962,1.3872
E01007945,3.9547,1.8414,1.1223,1.0287,1.0235
E01007946,4.2973,2.1347,1.5028,1.369,1.3751
E01007947,4.933,1.9993,1.8111,1.2231,2.0406
E01007948,4.7548,1.1035,1.5132,1.081,1.5959
E01007949,3.4464,1.5066,1.4631,1.4631,1.2077
E01007950,3.0828,1.4033,1.7851,1.8953,1.4984
E01007951,3.6514,0.9352,0.9544,0.9898,0.9658
E01007952,5.3612,2.3561,2.241,1.2824,2.3561
E01007953,5.9553,2.7807,3.1497,1.1291,3.1051
E01007954,4.8099,1.2802,1.8387,1.5587,1.2802
E01007955,5.9239,2.36,3.0868,2.6359,2.8566
E01007956,3.9168,2.0063,6.2028,1.7917,2.0063
E01007957,4.9054,1.901,4.078,2.2658,1.901
E01007958,6.2863,2.7118,2.9796,2.9587,3.2078
E01007959,5.963,3.1377,4.6258,3.3088,3.1377
E01007960,3.2236,1.235,1.5441,1.5441,1.3103
E01007961,3.7527,1.1894,1.035,1.062,1.1894
E01007962,2.7716,0.8756,0.9838,0.9838,0.8779
E01007963,7.3078,1.1221,1.3848,1.042,1.1221
E01007964,4.284,1.1675,1.479,1.479,1.022
E01007965,3.4113,1.9929,2.2592,2.2592,1.7886
E01007966,6.8377,2.9573,2.8484,2.5263,2.7
E01007967,7.7548,2.019,2.3326,1.6571,2.019
E01007968,6.1619,2.3617,2.1986,2.1986,2.1986
E01007969,4.3078,1.895,2.0433,2.0433,1.8642
E01007970,4.6413,1.1751,0.9925,0.9925,0.8267
E01007971,4.339,1.2614,1.2276,1.8856,1.4806
E01007972,3.7257,2.369,2.4876,3.034,2.2978
E01007973,5.539,1.1612,1.2084,1.4539,1.3016
E01007974,2.5894,3.0166,3.1649,3.1649,2.8838
E01007975,5.0521,1.8569,1.1612,1.1612,1.0228
E01007976,5.7877,2.6496,0.5977,0.5578,0.9477
E01007977,6.8764,2.3147,1.1094,1.3485,1.9209
E01007978,5.2216,1.8365,0.8839,0.835,0.828
E01007979,8.3806,2.5992,1.8605,2.4935,2.5211
E01007980,5.9658,2.5871,1.2324,1.2324,1.2103
E01007981,5.5391,1.9941,0.8124,1.1395,0.8235
E01007982,8.5537,3.0381,2.3426,2.8392,2.3598
E01007983,4.3583,0.7953,1.9587,2.006,1.3095
E01007984,7.1945,3.668,2.5214,2.5432,2.4394
E01007985,6.547,2.5153,1.564,2.2999,1.9706
E01007986,5.0829,0.4978,1.4094,1.9111,0.8386
E01007987,1.5923,1.8887,1.449,2.0392,1.449
E01007988,2.458,2.2986,2.0716,2.2986,2.0716
E01007989,0.9228,1.3044,1.1844,1.8239,1.1844
E01007990,2.1973,2.7129,2.4354,2.8386,2.4354
E01007991,1.7163,1.9107,1.1627,2.3766,1.1627
E01007992,1.544,1.1026,0.8442,1.7683,0.8442
E01007993,1.6425,1.6469,1.4905,1.9621,1.4905
E01007994,0.7758,0.8827,0.9769,1.1697,0.9769
E01007995,0.7249,0.6588,0.6881,0.7141,0.6881
E01007996,0.9838,1.0828,1.6204,1.8141,1.6204
E01007997,2.3108,2.1576,3.3609,2.6278,1.8904
E01007998,2.3152,2.162,3.3633,2.5412,1.1308
E01007999,7.5427,1.8711,2.0766,2.0766,1.9848
E01008000,5.6746,0.7245,0.7224,0.7245,0.7224
E01008001,6.9977,1.3972,1.8512,1.8523,1.6521
E01008002,6.5208,1.5315,1.4088,1.5375,1.2533
E01008003,6.2388,1.1864,1.2303,1.2887,1.2303
E01008004,6.5681,1.1908,1.5581,1.5586,1.6634
E01008005,6.4475,1.4974,0.9933,1.1089,1.0075
E01008006,6.4989,1.5488,0.7834,1.1917,0.7951
E01008007,7.9896,3.0396,2.0315,1.8773,1.903
E01008008,6.575,1.1569,1.5153,0.8285,1.1569
E01008009,6.2822,1.4927,1.3606,1.3444,1.4927
E01008010,6.038,1.6765,1.4179,1.4179,1.7058
E01008011,4.9948,1.3044,1.3601,1.3593,1.0315
E01008012,5.5472,1.3541,1.3342,1.2923,1.3342
E01008013,5.2567,1.0049,1.0504,1.0003,1.0504
E01008014,2.9927,1.2754,0.7986,0.8412,1.0838
E01008015,4.306,2.5384,2.1584,2.249,1.4192
E01008016,3.8553,2.1902,1.7133,1.7911,1.9986
E01008017,4.4871,1.3482,1.8478,2.1529,1.4005
E01008018,4.8819,1.109,1.0935,1.7797,1.3799
E01008019,4.6716,2.6824,2.5817,1.1623,1.1153
E01008020,6.6898,2.4718,2.4718,2.0731,2.1607
E01008021,7.9643,2.5947,2.6094,4.1122,2.6094
E01008022,5.231,2.9567,2.9872,0.8281,0.781
E01008023,5.9346,3.4775,3.6861,3.5597,2.3277
E01008024,6.2723,1.4728,1.5033,2.9259,1.4357
E01008025,6.337,0.9053,0.9346,3.2609,0.9346
E01008027,5.3548,3.0613,3.0918,2.2736,1.8221
E01008028,4.5508,2.7122,3.937,1.0981,1.0981
E01008029,9.4657,2.0424,3.8807,2.7598,2.7598
E01008030,3.1077,1.4449,3.4276,2.0882,2.1702
E01008031,9.5111,1.1605,3.7251,1.6342,1.6342
E01008032,4.4231,2.5846,3.3333,1.1689,1.1689
E01008033,9.4661,2.0766,2.9835,2.2066,2.2066
E01008034,5.432,2.7525,2.0508,1.4327,2.0266
E01008035,2.5108,4.3063,2.0652,2.0652,2.0652
E01008036,2.7386,3.4301,1.3953,1.3953,1.3953
E01008037,7.2638,1.4104,1.3915,1.3915,1.8472
E01008038,10.433,2.307,2.7647,2.3695,2.3695
E01008039,5.5401,3.0146,2.0097,1.6956,2.1345
E01008040,9.3892,2.6926,2.1922,2.6926,2.629
E01008041,3.645,3.5557,2.8286,1.608,1.561
E01008042,4.3611,0.7171,1.541,1.0157,0.8416
E01008043,4.9664,1.5795,1.7041,1.5017,1.8038
E01008044,4.3733,1.5642,1.8357,1.8261,1.6174
E01008045,4.0183,0.8904,1.3386,1.0279,1.0717
E01008046,3.5778,0.5596,1.2313,1.2313,0.8253
E01008047,4.1468,0.47,1.5921,1.417,1.6124
E01008048,4.6738,1.2868,1.4491,1.4032,1.8109
E01008049,4.961,1.146,1.2808,1.0781,1.326
E01008050,4.7271,1.2744,1.4918,1.7273,2.1316
E01008051,5.2527,1.1478,1.6269,1.4928,1.6583
E01008052,5.705,1.2399,1.4882,0.8616,1.4882
E01008053,6.0439,1.2309,2.3005,1.0344,2.7137
E01008054,6.8425,3.1138,1.2786,1.2786,0.9744
E01008055,6.2971,3.6667,1.9122,1.8286,1.4974
E01008056,5.2974,1.546,2.7023,1.6074,1.9431
E01008057,7.1447,3.4058,2.2102,2.2102,1.3843
E01008058,6.2148,1.4459,2.493,1.696,2.534
E01008059,5.7004,1.8891,0.9219,1.759,2.4106
E01008060,6.5705,2.355,1.4014,2.483,1.736
E01008061,5.8572,1.933,1.0404,1.9206,2.2549
E01008062,5.2293,1.0823,1.7364,1.0799,1.7373
E01008063,5.6805,2.6,1.6924,1.7449,2.1046
E01008064,2.4565,0.7761,0.777,0.777,0.777
E01008065,1.5565,1.4446,1.2072,1.2216,1.0955
E01008066,1.7745,1.6472,1.162,0.8999,1.162
E01008067,1.4192,1.9348,1.5703,1.0049,1.6049
E01008068,1.3762,1.3653,1.6262,1.3419,1.6561
E01008069,1.9735,1.1393,0.6594,0.6594,0.6594
E01008072,1.0483,1.7334,1.2648,1.705,1.3028
E01008073,1.9332,2.1066,1.4055,1.3248,1.414
E01008074,2.6327,1.5274,1.1818,1.1818,1.1818
E01008075,10.3477,4.7082,4.0366,4.0423,1.2755
E01008076,8.6807,3.7306,2.7226,2.2021,1.5484
E01008077,8.1517,3.2016,2.1936,1.6731,2.0651
E01008078,9.3805,4.6426,3.7707,2.9019,3.1292
E01008079,6.6668,3.3232,2.4827,1.1417,1.3585
E01008080,6.0956,2.6205,1.5816,2.0917,1.0426
E01008081,7.8593,3.5823,1.0365,0.9822,1.0365
E01008082,7.5515,3.1297,0.9133,0.9133,0.8959
E01008083,7.6566,0.8306,2.8498,2.1478,0.8306
E01008084,7.2929,2.6026,2.108,0.9855,1.7029
E01008085,2.5525,1.6837,1.5986,1.4639,1.5685
E01008086,2.8583,2.0808,0.8007,0.8007,1.5443
E01008087,2.1006,1.3869,1.705,1.2144,1.4354
E01008088,1.7945,0.9257,1.6511,0.9257,0.9684
E01008089,0.8012,0.8967,1.7373,0.9552,1.1025
E01008090,2.1015,1.2326,1.1421,0.9703,1.1886
E01008091,0.5227,0.8975,1.7592,1.0013,1.4496
E01008092,1.9657,1.3606,2.0626,1.3606,1.6508
E01008093,0.4875,1.2558,1.1483,0.8333,1.1483
E01008094,2.7196,1.1043,1.7945,1.2658,1.4395
E01008095,5.1522,2.0056,1.8494,1.858,2.0468
E01008096,5.9117,1.8303,1.6223,1.7306,2.0501
E01008097,5.5535,1.8948,1.5782,1.5277,1.5782
E01008098,5.8546,1.0403,1.1779,1.0823,1.1779
E01008099,4.6681,1.2469,1.7748,1.6352,1.4507
E01008100,6.6081,1.7785,1.291,1.3554,1.3554
E01008101,6.227,1.8922,1.6163,1.6728,1.844
E01008102,6.358,1.6442,0.8835,0.8835,0.8835
E01008103,7.0673,2.2375,1.0161,1.0351,1.0351
E01008104,2.393,1.3297,1.55,1.1661,1.3365
E01008105,3.6016,0.9191,1.202,1.0336,0.8925
E01008107,4.1474,1.625,0.5013,1.2392,0.7274
E01008108,3.7966,0.9173,1.0805,0.8276,0.7273
E01008109,3.153,0.7668,1.2773,0.9798,0.6781
E01008111,3.371,1.422,1.4785,1.3919,1.3965
E01008112,4.3448,0.5686,1.1402,0.7725,0.9718
E01008113,4.7138,0.7974,1.2849,1.0616,1.2355
E01008114,2.6623,1.1726,0.7552,0.9254,0.8728
E01008115,2.0045,1.2023,0.953,0.6035,0.8407
E01008116,3.0295,1.5256,2.686,2.1607,1.3939
E01008117,3.8128,0.965,2.9916,2.5801,0.965
E01008118,3.0653,1.4278,1.7092,1.7092,1.1171
E01008119,4.6655,1.4953,2.9016,2.1381,1.4953
E01008122,3.9262,0.8955,1.4135,2.0308,1.4108
E01008123,4.4744,1.2277,1.0271,1.3303,1.0271
E01008124,3.4546,1.4784,1.9285,2.1697,1.7963
E01008125,3.8394,1.8964,3.1323,2.7673,1.8964
E01008126,3.6379,4.4389,3.1646,3.1646,3.1646
E01008128,4.1156,7.5381,6.8117,6.4961,6.4072
E01008129,3.2815,6.7175,7.2562,5.0136,4.6104
E01008130,3.8095,4.8069,4.7204,5.0542,4.6935
E01008131,3.5475,3.3943,4.5976,1.887,1.2417
E01008132,4.3888,4.9809,6.1842,1.5491,1.3972
E01008133,4.1221,4.1302,5.3335,1.1614,1.3202
E01008134,4.7981,0.8069,1.9353,1.9353,1.9353
E01008135,6.4627,2.8773,1.2337,1.0273,1.1583
E01008136,5.5927,7.101,4.322,4.322,3.4857
E01008137,4.0713,2.1979,2.3682,2.3682,2.3682
E01008138,6.6618,2.4935,2.0059,1.812,1.866
E01008139,6.609,1.8785,2.1494,1.7346,1.8785
E01008140,4.0254,4.8265,1.6426,1.6426,1.2014
E01008141,4.9577,1.577,2.0399,2.0399,2.1008
E01008142,4.669,1.6624,1.3424,1.0541,1.3424
E01008143,5.513,1.6479,1.2241,1.5614,1.2241
E01008144,3.2334,0.656,0.6997,0.5422,0.6566
E01008145,4.0187,1.6722,1.6722,1.6596,1.6722
E01008146,6.5719,2.6941,2.1859,2.6204,2.1859
E01008147,6.3887,3.4473,3.2094,3.3016,3.2094
E01008148,4.552,2.2022,2.2022,2.1882,2.2022
E01008149,1.1614,2.6665,2.6665,2.1773,2.6665
E01008150,3.169,1.3421,1.3421,1.1909,1.3421
E01008151,2.6624,1.1747,1.0763,1.0781,1.0781
E01008152,1.6695,1.6379,2.6212,2.6212,1.7807
E01008153,2.4032,1.5046,1.2675,1.2675,1.2675
E01008154,2.1716,1.5105,1.1849,1.1849,1.1849
E01008155,2.3862,1.2384,0.9855,1.3624,1.3624
E01008156,1.6494,2.026,1.6962,1.6962,1.6962
E01008157,1.6533,1.487,1.4938,1.5812,1.9874
E01008158,2.9169,3.1072,4.2263,2.6828,1.4353
E01008159,3.1826,1.922,1.6948,1.6948,1.6948
E01008160,0.8757,1.1054,1.6232,1.6232,1.6232
E01008161,0.9929,1.1317,1.9392,1.5119,1.8876
E01008162,2.577,2.0712,2.1721,2.2847,2.0396
E01008163,2.494,1.4632,1.5005,1.4883,1.1516
E01008164,2.3901,1.8816,2.4562,2.5893,2.1312
E01008165,3.3021,1.9279,2.541,2.3975,1.9279
E01008166,2.1357,1.0901,0.9134,0.5973,0.9134
E01008167,2.2764,1.7119,1.1784,1.0967,0.644
E01008170,2.2095,1.3802,1.033,1.9343,1.1066
E01008172,4.9652,4.1992,3.4304,3.725,3.3942
E01008173,5.3591,3.5298,2.6753,3.7028,2.688
E01008174,2.5997,1.6361,1.5204,1.4993,1.0407
E01008175,2.9786,0.7417,1.4739,0.9206,0.7294
E01008176,3.6814,3.6037,3.1504,3.3839,2.9643
E01008177,1.3018,1.1058,0.8659,0.8321,1.6017
E01008178,2.0808,1.1233,1.0833,1.1436,1.8063
