LSOA21CD,ah4dent,ah4gp,ah4hosp,ah4phar,ah4leis,ah4h
E01010120,2.5465,1.0681,1.0681,1.0681,4.0309,-0.5017
E01010121,1.4468,2.1791,2.2637,2.022,4.665,0.0383
E01010122,2.3837,2.0398,2.0398,2.0398,4.1175,0.1111
E01010123,1.6781,0.9973,0.9973,0.9036,5.8516,-0.6555
E01010124,1.1078,1.7314,1.9949,1.5613,5.676,-0.1924
E01010125,2.5152,2.0001,0.4425,1.7781,0.4425,-1.0424
E01010126,2.0252,2.4223,2.1521,2.0141,3.3555,0.0755
E01010127,1.4752,1.8278,1.5569,1.464,2.7268,-0.3485
E01010128,1.5218,1.4777,1.6487,1.5107,3.1618,-0.3379
E01010129,2.2864,0.9384,1.4539,1.2718,2.3291,-0.5602
E01010130,1.1217,1.0546,1.0999,1.1106,2.4796,-0.8481
E01010131,2.1495,1.7446,1.6683,1.9593,3.0162,-0.1083
E01010132,2.7309,1.9799,2.144,0.9758,2.6027,-0.2188
E01010133,2.1529,1.6125,1.4353,1.1717,2.1022,-0.4484
E01010134,1.8847,1.0368,1.4755,1.1913,1.6595,-0.6827
E01010135,3.196,2.4608,1.8872,1.5704,2.9532,0.049
E01010136,2.871,2.0376,2.0483,2.2051,2.514,0.0587
E01010137,3.4046,1.894,1.5501,1.9224,2.3704,-0.057
E01010138,2.3161,1.4682,1.9069,2.334,2.0909,-0.1504
E01010139,2.5346,2.7143,1.2608,2.5235,2.7536,0.0306
E01010140,2.9039,2.3888,1.341,2.1668,0.8289,-0.3076
E01010141,2.6319,2.6869,1.5223,2.5203,1.9822,0.0093
E01010142,2.5668,2.5668,2.2943,2.2509,1.9609,0.0659
E01010143,1.33,1.33,1.33,1.3212,3.0756,-0.533
E01010144,1.3353,1.3353,1.3353,1.3353,2.83,-0.5477
E01010145,1.3251,1.1843,2.2731,1.3728,3.2805,-0.3934
E01010146,1.1557,1.46,2.3927,1.1557,4.0159,-0.3624
E01010147,1.4607,1.5505,2.7177,1.4607,3.5619,-0.1891
E01010148,1.1278,1.4995,2.963,1.1278,3.8186,-0.3338
E01010149,3.2296,3.1934,3.051,2.872,2.7274,0.4012
E01010150,2.1574,3.0395,3.3673,3.6406,6.7278,0.553
E01010151,1.6356,0.9271,3.4287,1.1453,6.3103,-0.2562
E01010152,1.9716,2.1488,2.2205,3.2473,7.4392,0.3348
E01010153,2.1127,1.9215,1.9215,2.4483,9.0455,0.2394
E01010154,2.4512,2.1257,2.5571,3.2227,4.4544,0.3303
E01010155,1.4141,2.0271,3.2942,2.0589,6.0062,0.1441
E01010156,2.6802,2.0024,4.3074,2.6866,7.34,0.4801
E01010157,2.6951,1.7503,1.7503,2.238,3.0748,0.0131
E01010158,2.3858,1.2967,1.1518,1.0191,1.6999,-0.6666
E01010159,1.7279,1.6904,1.3957,1.5845,1.9965,-0.4129
E01010160,3.2468,1.1375,1.1984,1.4942,1.3669,-0.5403
E01010161,3.2629,2.1612,1.9973,1.9682,1.9778,0.0034
E01010162,1.0957,1.6406,1.7084,1.5005,2.1646,-0.4995
E01010163,2.2454,1.5187,0.922,1.4482,2.6759,-0.465
E01010164,8.4516,7.4525,7.5056,4.7028,8.4453,1.2122
E01010165,8.9463,7.4868,8.5193,1.0284,8.0873,0.8078
E01010166,4.0569,4.7945,4.7945,3.3668,4.006,0.752
E01010167,5.6174,7.4559,7.6158,6.3317,9.6122,1.213
E01010168,5.1836,3.4161,3.4161,3.1751,3.7179,0.6365
E01010169,3.4412,2.046,2.046,1.6371,1.9375,-0.0591
E01010170,1.5041,5.0362,5.0362,2.9932,2.9932,0.408
E01010171,2.6771,5.2181,5.2181,3.4601,3.4601,0.6544
E01010172,1.5193,2.4909,2.3805,1.5193,3.7919,-0.0378
E01010173,1.5316,2.5678,2.8449,1.5316,2.8985,-0.0528
E01010174,2.6676,1.5827,2.7306,1.9498,2.7117,0.0161
E01010175,3.0221,1.594,2.2093,2.1712,3.7368,0.1153
E01010176,2.6106,2.6608,3.2992,2.4552,2.8411,0.2814
E01010177,3.0748,2.4358,2.1379,2.4325,2.2173,0.1329
E01010178,2.2602,1.3546,0.9122,1.4917,3.4737,-0.4269
E01010179,1.6796,1.7899,1.5723,1.1775,3.4255,-0.3295
E01010180,6.426,4.8775,6.4489,1.0207,4.8735,0.5483
E01010181,4.107,5.5479,5.1815,4.107,5.151,0.8834
E01010183,7.2504,7.7761,8.6037,5.7293,3.874,1.1004
E01010184,1.4527,2.9215,2.9215,2.934,7.6493,0.3738
E01010185,1.8768,1.7428,1.7428,1.5307,7.7701,-0.0213
E01010186,1.8894,2.138,2.138,2.0196,7.7098,0.1859
E01010187,2.7183,2.746,2.746,2.513,6.8018,0.4605
E01010188,1.4742,1.1221,1.0789,1.1951,9.1312,-0.4497
E01010189,0.9202,5.8803,5.8803,5.5503,8.26,0.6193
E01010190,4.3238,4.5557,5.1991,4.5896,2.1052,0.6538
E01010191,1.5129,1.6934,3.7885,1.7955,2.3954,-0.1214
E01010192,1.0789,1.1903,0.3217,0.4803,0.2457,-2.0991
E01010193,4.3129,4.4736,4.7522,4.6063,3.0928,0.7386
E01010194,4.7887,4.8856,4.7976,4.7941,1.9042,0.6543
E01010195,1.6702,1.8305,1.9336,2.3439,1.9633,-0.1861
E01010196,1.3813,3.1278,1.8143,3.1752,1.099,-0.1756
E01010197,1.8975,2.7944,2.9828,3.0304,1.572,0.0902
E01010198,1.5142,2.5184,1.8309,1.78,0.9807,-0.4012
E01010199,1.8471,2.3071,2.3211,2.0304,2.6272,-0.0079
E01010200,1.2284,1.4744,1.4929,0.9751,1.9513,-0.7149
E01010201,1.2359,2.3772,1.2791,1.0278,1.6456,-0.6418
E01010202,1.3684,1.4445,3.0627,1.4921,2.52,-0.2913
E01010203,1.4119,0.9838,2.0527,0.8879,1.88,-0.7709
E01010204,1.1379,2.739,2.394,0.9844,2.1356,-0.4025
E01010205,2.8085,3.0388,3.3229,2.1459,2.7337,0.2873
E01010206,1.3803,3.009,1.4093,1.0733,1.2956,-0.5576
E01010207,2.7613,3.9409,3.4597,2.7667,2.1956,0.3682
E01010208,1.5238,2.3926,1.9028,1.3158,2.3184,-0.285
E01010209,1.6378,1.4638,2.7853,1.3443,1.5678,-0.4108
E01010210,2.196,3.2089,2.1951,2.0181,2.9325,0.1448
E01010211,2.7203,1.5559,2.8836,1.5559,3.0761,-0.0149
E01010212,1.5024,6.1659,1.5024,1.5024,4.3992,0.0659
E01010213,2.2771,2.3918,2.2725,2.1342,1.6641,-0.0465
E01010214,2.7997,6.3098,2.8188,2.5877,3.679,0.5388
E01010215,2.9037,5.2843,2.8021,2.7806,2.6535,0.4492
E01010216,2.3456,6.1479,2.3456,2.2465,3.6167,0.3999
E01010217,2.8869,3.9348,2.2317,2.8616,3.5403,0.42
E01010218,1.2977,1.0264,1.4235,1.2977,4.4197,-0.529
E01010219,3.7261,3.1138,2.0093,2.8593,4.2868,0.4409
E01010220,2.6815,2.9338,1.7365,2.0576,3.1834,0.1407
E01010221,4.0484,3.6208,1.4121,3.7402,5.6198,0.5091
E01010222,2.3483,2.1321,2.2842,2.3483,5.4995,0.2509
E01010223,0.5474,2.0728,0.5474,0.5633,1.0151,-1.6253
E01010225,2.9524,1.3684,2.3265,1.2871,3.0278,-0.1566
E01010226,1.1127,0.8972,0.9488,1.2554,1.709,-1.015
E01010227,3.0641,2.0605,2.3866,2.3583,3.8484,0.247
E01010228,3.124,2.8234,2.2862,2.4469,4.5406,0.3779
E01010229,1.5172,2.0729,2.6753,1.5172,3.6811,-0.0714
E01010230,0.8141,0.9493,0.7824,1.065,2.1593,-1.1639
E01010231,1.5269,1.3373,1.9918,1.7903,2.8543,-0.2891
E01010232,2.6797,2.2224,1.8887,1.8536,4.0631,0.1125
E01010233,1.7347,1.5771,1.4522,1.3186,3.0108,-0.3775
E01010234,1.2189,1.2189,1.2189,2.3543,4.7763,-0.3245
E01010235,1.0788,1.0788,1.0788,1.7488,5.4421,-0.5143
E01010236,1.6261,1.6261,1.6261,1.0351,5.9387,-0.286
E01010237,1.3258,1.3258,1.3258,1.8418,5.0373,-0.3069
E01010238,1.8928,2.7763,2.0012,2.5918,3.8482,0.1831
E01010239,2.3072,2.3072,2.3072,2.005,4.8587,0.2005
E01010240,2.1146,2.0182,2.0182,1.0791,5.172,-0.0965
E01010241,1.524,1.9062,1.3019,1.6614,1.6037,-0.4745
E01010242,2.532,2.8001,1.7723,1.4594,2.6038,-0.0485
E01010243,0.5667,1.2791,0.5545,0.9833,0.6828,-1.6584
E01010244,2.1236,2.2727,2.2476,1.7835,2.4964,-0.0361
E01010245,1.1748,1.4626,1.4626,1.4389,1.2935,-0.7046
E01010246,3.1983,3.2162,3.1978,3.1291,3.68,0.5074
E01010247,1.5802,1.7293,1.7293,1.7293,1.9377,-0.3472
E01010248,2.702,2.8511,2.8511,2.8511,2.8245,0.3213
E01010249,1.577,1.1533,1.1533,1.0063,1.2156,-0.914
E01010250,2.052,2.2974,2.2974,2.28,2.3991,0.0298
E01010251,1.7238,1.7238,1.5616,1.7238,1.8255,-0.3689
E01010252,1.7526,2.0292,2.0292,1.9295,2.1309,-0.1664
E01010253,1.4523,1.4523,0.9245,1.4523,1.554,-0.7457
E01010254,0.9869,0.8835,0.7108,0.8835,1.0226,-1.4244
E01010255,2.5607,3.5117,2.6747,1.6031,2.5883,0.147
E01010256,1.8602,1.6612,0.8351,1.3846,1.9191,-0.6275
E01010257,2.9667,3.3373,2.1151,1.5508,3.0277,0.1456
E01010258,4.0914,1.0727,1.0727,1.6137,2.3439,-0.3832
E01010259,4.0728,1.3902,1.3902,1.1922,2.749,-0.272
E01010260,3.8221,1.0619,1.0619,1.5101,1.5969,-0.5245
E01010261,3.4651,2.0827,1.9932,2.2537,1.7092,0.0092
E01010262,2.0585,1.4297,1.4053,1.5641,3.8266,-0.2486
E01010263,0.6766,0.803,0.6078,1.1188,3.2638,-1.2642
E01010264,1.3343,1.3283,1.1182,1.3413,3.8544,-0.5282
E01010265,1.8643,1.8643,1.7937,2.0583,2.6168,-0.1322
E01010266,4.5187,1.8798,1.8798,2.05,3.2225,0.1534
E01010267,3.0277,1.295,1.0528,2.1727,3.0799,-0.2227
E01010268,2.6774,0.7072,0.7072,1.0214,1.9453,-1.0036
E01010269,2.1223,0.9809,0.9837,0.8141,1.4766,-0.9721
E01010270,2.6005,1.5236,1.29,1.7524,1.7364,-0.3578
E01010271,1.528,1.8466,1.9278,1.4295,3.9049,-0.1926
E01010272,0.8087,1.5436,1.5436,0.7409,3.4474,-0.7837
E01010273,1.2061,1.9233,1.5155,1.7345,4.6041,-0.217
E01010274,1.6822,0.9051,0.9782,1.0518,3.6471,-0.7389
E01010275,2.1773,0.8547,0.9853,1.1117,3.4795,-0.6768
E01010277,1.4029,1.3305,1.3305,1.053,3.4629,-0.5649
E01010279,1.6617,1.8148,1.532,1.3402,3.3364,-0.2979
E01010282,0.7621,1.1029,0.9354,0.8153,4.0939,-1.0054
E01010283,0.7756,0.7413,0.6917,0.8383,4.1351,-1.2517
E01010284,2.9285,1.7337,0.9455,1.7337,3.6454,-0.2041
E01010285,2.1476,1.6803,1.3717,1.3562,5.2184,-0.175
E01010286,2.1301,1.5461,0.8166,1.4892,4.4266,-0.3834
E01010287,0.9194,0.9362,0.9194,0.5967,5.1351,-1.0767
E01010288,1.4505,1.2348,0.9133,1.0311,4.7381,-0.644
E01010289,1.5897,0.9168,0.9168,0.9168,4.3059,-0.7886
E01010290,3.1633,0.762,1.0219,0.762,4.5792,-0.6899
E01010291,2.3405,1.4265,1.1216,1.093,7.2263,-0.2889
E01010292,0.9292,0.9774,0.9208,0.9297,5.3875,-0.8787
E01010293,1.8749,1.1469,1.1469,1.5081,6.2291,-0.3313
E01010294,1.8434,1.4968,1.2899,1.7785,6.1603,-0.1526
E01010295,0.9534,1.3097,1.2291,1.2392,4.369,-0.606
E01010296,3.4792,2.5848,2.6661,2.6801,7.2808,0.5258
E01010297,3.5738,2.0576,2.2834,2.0576,6.3218,0.3311
E01010298,3.0668,1.4481,1.35,1.4104,7.3924,-0.0592
E01010299,3.2144,1.5605,0.9051,1.1,7.6966,-0.2409
E01010300,2.57,1.0018,0.8097,0.6898,7.0635,-0.6793
E01010301,3.1871,3.1871,2.8773,3.1871,7.512,0.627
E01010302,1.922,2.7453,2.7453,2.3421,4.7019,0.278
E01010303,2.2047,2.2047,2.0558,2.2047,6.2186,0.2208
E01010304,2.53,2.5602,2.4754,2.5602,6.0678,0.3833
E01010305,1.4455,1.83,1.83,1.7442,4.984,-0.1042
E01010306,1.0803,1.8127,1.832,1.4143,4.5888,-0.2853
E01010307,2.7376,2.6723,2.973,2.9953,3.9094,0.4105
E01010308,0.9272,2.1695,2.1695,1.3819,3.6638,-0.2948
E01010309,1.0796,0.9001,0.9001,0.9226,4.0073,-0.9334
E01010310,1.9722,1.7119,1.7119,1.7119,3.6109,-0.1287
E01010311,1.2393,1.2783,1.2296,1.4317,2.9453,-0.5781
E01010312,1.4398,1.3715,1.3715,1.3471,4.0663,-0.4129
E01010313,1.9405,1.6936,1.6936,1.8969,2.6461,-0.1875
E01010314,2.2587,0.8187,0.8187,1.0265,2.9112,-0.8254
E01010315,3.0778,1.4936,1.4936,1.6623,3.4418,-0.1143
E01010316,2.4217,0.9769,0.9769,0.722,3.7251,-0.7459
E01010317,2.4986,3.0933,2.8755,3.0501,3.1594,0.3685
E01010318,1.4195,1.1836,0.973,1.1405,1.2497,-0.9425
E01010319,2.1748,1.7085,1.7085,2.0398,3.5048,-0.0527
E01010320,2.8632,2.6394,2.1109,2.2307,3.4587,0.2265
E01010321,1.7442,1.1039,1.1039,1.67,3.5956,-0.4577
E01010322,1.3228,1.3272,1.3272,1.3272,4.5237,-0.4413
E01010323,1.6459,1.5717,1.5717,1.5717,5.0385,-0.1867
E01010324,1.2165,1.2209,1.2209,1.2209,4.7587,-0.5418
E01010325,1.5147,2.1084,1.8915,2.0652,2.1754,-0.1897
E01010326,2.5609,2.512,1.3268,1.5232,1.9,-0.2278
E01010327,1.8475,2.0178,1.1745,0.8376,1.2136,-0.7523
E01010328,3.5206,3.5715,1.883,2.4919,2.7359,0.2946
E01010329,4.7781,5.1447,1.9098,3.7013,4.0332,0.628
E01010330,1.8246,1.9014,0.927,0.7776,1.0935,-0.9111
E01010331,4.5558,5.2046,3.831,1.8513,1.8513,0.3885
E01010332,3.5269,3.5644,2.636,2.4194,2.4551,0.341
E01010333,3.5893,4.0922,3.4004,1.2896,1.2896,0.0583
E01010334,3.4021,3.6948,3.0798,2.2246,2.2246,0.324
E01010335,2.7972,1.1943,1.1839,1.692,5.0486,-0.1941
E01010336,2.9023,1.8768,1.9202,1.6369,3.8699,0.0353
E01010337,2.1413,1.486,0.9423,1.9428,5.3101,-0.2162
E01010338,2.3074,0.8026,0.9087,0.9335,3.7647,-0.7615
E01010339,2.1182,1.2518,1.3704,2.0576,4.5982,-0.1621
E01010340,1.2573,1.1874,0.9628,0.8061,2.6616,-0.9178
E01010341,1.5968,1.2193,1.2193,0.6258,3.2029,-0.8048
E01010342,1.4478,1.0432,1.0432,0.8073,2.9758,-0.8631
E01010343,1.632,1.4493,1.4493,0.9057,3.16,-0.5459
E01010344,2.0573,1.2714,1.2714,1.0123,3.5853,-0.4894
E01010345,1.9053,1.5087,1.5087,1.5087,1.5087,-0.4839
E01010346,2.2121,1.9469,1.9469,1.9469,1.9469,-0.1425
E01010347,1.8917,1.2394,1.2394,1.2394,1.2394,-0.7335
E01010348,1.9639,1.2593,1.2593,1.3427,1.3972,-0.6526
E01010349,1.0762,1.0364,1.0364,1.0261,1.0364,-1.1409
E01010350,3.0752,2.3729,2.109,2.422,2.422,0.145
E01010351,2.6095,2.3405,2.3405,2.1367,2.7246,0.1206
E01010352,2.615,2.183,2.0698,2.0334,2.1956,-0.0026
E01010353,3.1567,2.1601,2.1601,1.521,3.297,0.064
E01010354,3.0727,2.0776,2.0776,0.9859,3.039,-0.1384
E01010355,1.2315,1.3415,1.3415,1.2761,2.7421,-0.5934
E01010356,2.6793,2.4853,1.9865,2.3782,4.0172,0.2321
E01010357,2.2932,2.4014,2.4014,2.3969,4.1921,0.2405
E01010358,1.2864,0.7474,0.7474,1.5019,2.1881,-1.0022
E01010359,0.853,0.9132,0.9132,1.0672,2.6719,-1.049
E01010360,1.3963,1.4707,1.4707,1.5226,3.0142,-0.4097
E01010361,2.4973,1.9704,1.9704,1.7893,2.7719,-0.038
E01010362,2.4338,1.423,1.4366,1.937,2.1413,-0.2781
E01010363,1.8177,1.6013,0.8102,1.5154,1.2168,-0.741
E01010364,2.1995,1.0531,0.8007,1.3569,2.3945,-0.6996
E01010365,1.2774,0.8771,0.8771,0.8771,3.062,-0.9868
E01010366,2.2081,1.3753,1.3213,1.5893,2.6389,-0.3517
E01010367,2.4857,1.973,1.973,1.973,3.0465,0.0181
E01010368,1.0035,1.1942,1.1595,0.6431,0.8841,-1.294
E01010369,1.5409,0.9708,0.5119,0.8595,0.9939,-1.3963
E01010370,0.9172,1.0385,0.7357,0.6898,1.6947,-1.3396
E01010372,0.8301,0.6384,0.6384,0.5364,2.2757,-1.6427
E01010373,1.6445,1.6642,1.33,1.7006,2.8413,-0.3299
E01010374,2.3647,1.6654,1.6654,1.625,2.209,-0.2415
E01010375,2.6274,0.865,0.8583,0.8583,1.4759,-0.9903
E01010376,3.4603,2.8289,1.7585,1.7657,3.3341,0.1598
E01010377,3.4966,3.1441,2.2457,1.2694,3.1216,0.1229
E01010378,3.3481,2.9678,2.723,0.8259,4.3267,0.0657
E01010379,0.9158,2.6502,1.04,2.272,5.2915,-0.2204
E01010380,3.2363,2.6968,2.5138,1.0754,4.0438,0.0985
E01010381,2.3256,2.6811,1.6572,1.6819,3.628,0.034
E01010382,2.2526,2.7425,1.6397,1.4729,4.5013,0.0322
E01010383,2.8772,3.1961,1.8159,1.751,3.5086,0.1659
E01010384,4.0803,2.0792,2.0792,1.7478,5.9539,0.2743
E01010385,1.8673,2.6443,1.1319,2.1942,5.9844,0.0372
E01010386,2.9186,1.1728,1.0041,0.8481,5.5948,-0.4745
E01010387,3.3603,1.5315,1.2893,1.006,5.1435,-0.2157
E01010388,3.2607,2.707,2.3112,2.5575,5.9608,0.444
E01010389,2.9256,2.2426,2.0157,1.6326,4.3159,0.1268
E01010390,3.8586,1.9804,1.8822,1.6216,4.8591,0.1597
E01010391,3.5986,2.6414,2.4376,1.991,4.2131,0.3297
E01010392,2.4386,2.4413,1.4099,2.3145,5.7986,0.1709
E01010393,1.9761,1.5701,1.385,1.8608,4.7496,-0.1277
E01010394,1.7543,1.4025,1.4025,1.7543,5.408,-0.19
E01010395,2.27,1.7724,1.7724,1.9105,5.963,0.0708
E01010396,1.2077,2.1468,1.181,1.8566,5.5029,-0.2056
E01010397,1.5767,2.0819,0.8653,1.5767,6.7035,-0.2613
E01010398,2.7804,0.9975,0.9939,0.9975,7.2662,-0.4402
E01010399,2.0973,1.6588,1.0789,1.6588,6.629,-0.1531
E01010400,1.1659,1.8586,1.597,1.3329,6.0855,-0.2595
E01010401,2.1228,2.3386,2.0015,1.8569,2.5919,-0.0349
E01010402,3.3824,2.1923,1.5869,1.7095,2.6024,-0.0218
E01010403,2.0874,2.1591,0.9399,1.5891,1.4883,-0.4925
E01010404,1.2267,1.1455,1.1629,1.1334,1.0294,-0.9912
E01010405,2.3399,2.38,1.142,1.238,2.1829,-0.3549
E01010406,1.2197,1.1478,0.8297,0.8189,0.8368,-1.2861
E01010407,2.5489,2.0359,2.0212,2.0152,1.9192,-0.0735
E01010408,2.5367,2.0368,1.6748,1.9731,1.766,-0.1535
E01010409,3.6969,2.2836,1.6634,1.83,2.7756,0.0633
E01010410,2.6049,1.8598,1.9326,1.3266,2.2392,-0.209
E01010411,3.781,2.2621,1.5142,1.5677,4.2785,0.0935
E01010412,3.1616,2.3326,1.4872,1.5173,2.8388,-0.0571
E01010413,3.7456,2.8,1.194,1.237,3.8957,-0.0282
E01010414,0.3813,0.8939,0.6441,0.6441,0.8054,-1.9626
E01010415,2.499,2.8314,2.7922,2.8314,3.4193,0.3415
E01010416,1.5309,1.8633,1.8633,1.8633,2.4684,-0.2279
E01010417,1.9555,1.9555,1.9555,1.9555,3.3465,-0.0306
E01010418,2.6314,2.8797,1.2348,1.7061,3.1004,-0.0403
E01010419,1.227,1.2534,1.1607,1.2534,2.5755,-0.6893
E01010420,1.4053,2.0778,2.0188,2.0778,3.2571,-0.0905
E01010421,2.1246,2.3261,1.955,2.1657,3.0429,0.0488
E01010422,0.7553,1.0583,1.0433,1.0583,1.9663,-1.0738
E01010423,1.7495,2.0096,0.9598,0.8603,2.2186,-0.676
E01010424,2.1838,2.3794,0.8638,1.342,2.766,-0.3792
E01010425,2.9153,2.7622,2.4402,2.3222,3.5166,0.2953
E01010426,1.2035,1.1885,1.1224,1.0612,1.4968,-0.9217
E01010427,0.7305,1.9471,1.1976,1.1976,2.2959,-0.7563
E01010428,0.6217,0.9534,1.1794,0.4757,1.3022,-1.5475
E01010429,1.0162,1.345,1.2801,1.0845,1.6937,-0.8519
E01010430,0.9589,2.0188,0.9799,0.9484,2.4186,-0.7888
E01010431,1.2514,2.6977,2.0026,2.0026,3.0464,-0.0833
E01010432,1.558,2.6294,1.5832,1.5832,2.9879,-0.171
E01010433,1.1714,0.9344,1.0762,0.8279,1.2206,-1.1778
E01010434,1.8884,1.6894,1.9312,1.1804,1.8884,-0.4115
E01010436,2.2313,2.3167,2.756,1.7971,1.3663,-0.1205
E01010437,2.9772,2.8424,2.3659,2.3402,3.01,0.2635
E01010438,1.4525,1.572,2.2304,1.0183,1.4172,-0.5978
E01010439,3.1455,1.7813,1.2866,1.4435,3.2801,-0.162
E01010440,2.4048,1.1062,1.2394,1.1188,2.5407,-0.5581
E01010441,2.2924,1.5162,1.6967,1.5054,2.5408,-0.2633
E01010442,1.743,1.8504,1.7204,2.0565,2.6875,-0.1581
E01010443,3.2527,1.7115,1.7362,1.6416,3.4063,-0.0216
E01010444,4.4564,2.1141,1.5418,1.9086,4.378,0.1819
E01010445,3.8529,1.558,1.7055,1.5607,3.6212,-0.0203
E01010446,2.5367,1.8912,1.7267,1.7119,3.0057,-0.0753
E01010447,3.5078,1.0712,0.7584,0.9384,3.9768,-0.595
E01010448,3.0895,1.2454,1.2454,1.2438,3.5586,-0.3246
E01010449,1.5428,2.3928,1.5428,1.5278,3.0487,-0.2145
E01010450,1.212,1.5034,1.2144,1.2379,1.8032,-0.7142
E01010451,2.1998,2.1509,1.6221,1.8753,2.0657,-0.1621
E01010452,2.1954,1.843,2.1954,2.1074,3.0725,0.0148
E01010454,1.8296,1.0802,1.5455,0.8134,1.6876,-0.7994
E01010455,1.7973,1.2424,2.2097,1.2424,3.0985,-0.3439
E01010456,1.3866,1.2125,1.3866,1.3918,4.93,-0.409
E01010457,1.6659,1.7522,1.808,1.5017,5.0776,-0.1248
E01010458,1.7298,1.8919,1.9588,1.2936,4.532,-0.1463
E01010459,0.8346,0.956,1.0033,0.7692,4.8987,-0.9823
E01010460,1.4115,1.4657,1.2649,1.2586,4.1153,-0.445
E01010461,1.5932,1.3363,1.8013,1.5988,4.1743,-0.2472
E01010462,1.801,1.4675,1.801,1.8061,5.2456,-0.0907
E01010463,0.9083,0.7924,0.8589,0.7408,0.9833,-1.5032
E01010464,1.2717,1.3069,1.2032,1.5105,1.0025,-0.8298
E01010465,1.5089,1.2495,1.7959,1.0274,2.0302,-0.6268
E01010466,1.2446,0.7139,1.1397,0.701,1.373,-1.2813
E01010467,0.7651,1.1879,2.144,0.9832,2.5429,-0.7719
E01010468,1.7036,1.9624,2.6376,1.5222,2.8957,-0.1185
E01010469,1.6991,1.5487,2.6413,2.4589,3.9824,0.0411
E01010470,1.6421,1.6421,1.7409,1.6609,1.5851,-0.4145
E01010471,2.8335,1.4945,1.4363,1.4343,2.8971,-0.2428
E01010472,2.013,1.5522,1.5293,0.0804,2.067,-1.0196
E01010473,2.4954,0.9988,0.9079,1.359,2.3804,-0.6402
E01010474,1.0908,2.4993,1.4444,1.6937,2.5292,-0.3442
E01010475,1.9124,1.723,2.1014,1.8348,3.0765,-0.0992
E01010476,1.8297,2.2429,1.5812,1.5978,2.2616,-0.239
E01010477,2.793,2.248,2.1898,1.4122,3.1868,0.0141
E01010478,2.4705,1.4828,1.5413,1.4312,2.6451,-0.2844
E01010479,0.7789,1.5774,1.0838,0.9701,4.1449,-0.7539
E01010480,1.5117,1.9425,1.2236,1.1654,3.7429,-0.3964
E01010481,1.108,1.1248,1.2941,1.5165,4.4449,-0.5189
E01010482,2.0911,1.5371,1.691,1.2723,3.3329,-0.2729
E01010483,2.2911,1.4401,1.3354,1.0771,3.4124,-0.3908
E01010484,1.6739,0.7493,1.1536,1.0503,4.1544,-0.7288
E01010485,2.2724,0.7011,1.2708,1.5081,3.2537,-0.5723
E01010486,1.7218,0.9194,0.9713,1.1919,3.5536,-0.6935
E01010487,1.7434,1.6162,1.6162,2.4575,4.9449,-0.015
E01010488,2.2775,1.9097,1.9139,2.5449,4.662,0.1546
E01010489,1.5931,2.0917,2.0917,2.5764,6.5616,0.1693
E01010490,2.4522,1.1338,1.1338,1.5089,6.3283,-0.2614
E01010491,2.6591,1.7363,1.7363,1.7205,6.6859,0.0875
E01010492,1.7749,3.3113,3.5563,2.9747,5.5629,0.4513
E01010493,2.1914,2.389,2.6316,2.8026,4.163,0.2894
E01010494,1.5779,2.3409,2.8986,3.0638,5.5681,0.2925
E01010495,1.7449,1.0166,2.5776,1.5155,1.8702,-0.45
E01010496,1.4238,4.6336,1.4238,1.0043,5.2799,-0.1217
E01010497,1.3168,4.8837,1.3168,1.3168,5.3236,-0.0626
E01010498,1.8081,4.4224,1.8081,1.3059,5.0687,0.0936
E01010499,0.8517,0.8304,1.5208,0.8517,0.8554,-1.3003
E01010500,1.3882,1.0277,1.9179,1.4387,1.4387,-0.6719
E01010501,2.1309,1.5559,1.5559,2.1309,2.2022,-0.2238
E01010502,2.053,1.9208,2.1771,2.053,2.053,-0.1085
E01010503,1.9246,1.8537,1.2431,1.8656,1.9246,-0.3459
E01010504,2.4341,2.3987,3.0071,2.2496,3.6783,0.258
E01010505,2.5044,2.6921,3.3607,2.4429,3.3092,0.3155
E01010506,0.8744,1.3369,1.3997,1.0829,2.1095,-0.8181
E01010507,2.715,1.5658,2.5386,1.8317,4.284,0.0936
E01010508,0.8146,1.1729,1.1617,1.3802,1.807,-0.9038
E01010509,2.4035,1.8798,2.9132,2.2131,4.7117,0.2284
E01010510,1.0257,0.9543,2.4242,0.8839,1.0823,-0.9818
E01010511,1.3346,1.4583,1.6574,1.2172,2.0285,-0.5739
E01010512,0.7907,1.1496,1.8093,0.8241,2.1475,-0.9309
E01010513,1.1192,2.3894,3.1279,2.4625,4.8803,0.126
E01010514,1.2487,2.8962,3.1564,2.796,5.0368,0.2561
E01010515,1.4374,1.8844,3.6667,1.8844,4.9957,0.0857
E01010516,1.6014,1.9094,2.7804,2.6597,4.7866,0.1627
E01010517,1.7949,2.0975,2.0975,1.9293,5.583,0.0919
E01010518,1.2923,1.7158,3.1993,1.9327,3.6378,-0.0627
E01010519,1.1924,1.0313,2.3915,1.3392,2.7894,-0.5139
E01010520,1.8791,1.7068,3.5063,1.7115,4.0106,0.048
E01010522,2.9503,2.9246,2.3713,3.086,3.2833,0.3662
E01010523,1.8536,1.7909,2.2175,1.421,1.5494,-0.3479
E01010524,2.0877,2.0203,2.0877,1.9296,2.349,-0.0833
E01010525,1.4795,1.4537,1.4795,1.6152,2.9497,-0.3794
E01010526,1.8152,0.9145,1.55,0.8527,1.9635,-0.8053
