LSOA21CD,ah4dent,ah4gp,ah4hosp,ah4phar,ah4leis,ah4h
E01009714,1.7773,1.443,2.0284,1.2377,1.834,-0.4576
E01009715,3.2281,2.0383,1.2253,1.831,1.5369,-0.2487
E01009716,1.9936,2.2632,1.3354,1.6199,1.7125,-0.3293
E01009717,3.9228,2.3881,1.6132,2.0848,2.4713,0.0909
E01009718,2.6259,2.038,1.3138,1.8041,1.2649,-0.3308
E01009719,1.3914,2.1013,2.4559,2.1553,2.2231,-0.1315
E01009720,1.7982,1.4524,1.7982,1.6519,3.1259,-0.2436
E01009721,1.0535,1.3033,1.1388,1.3289,2.1111,-0.7625
E01009722,1.2338,1.8525,3.095,2.6273,2.4209,-0.076
E01009723,2.441,0.6802,2.8732,1.323,3.6824,-0.3595
E01009724,2.1563,1.3367,2.5617,1.9768,3.4681,-0.0437
E01009725,1.3693,1.3693,1.3693,1.3693,2.282,-0.5723
E01009726,1.7807,1.9958,1.9188,2.1131,1.5317,-0.2369
E01009727,2.6458,1.2416,2.5517,1.299,3.3106,-0.1689
E01009728,2.6161,1.5439,2.6053,1.7194,3.1814,-0.0087
E01009729,1.7553,1.9026,2.1989,1.7719,2.4535,-0.1555
E01009730,2.3859,1.4974,2.4016,1.4974,3.7292,-0.0672
E01009731,1.0233,1.7602,1.4107,0.9922,2.9856,-0.616
E01009732,1.1518,1.2064,1.6851,1.2602,2.2434,-0.6409
E01009733,1.2427,1.4022,1.2529,0.8358,1.2019,-0.9657
E01009734,1.5722,2.2219,1.5814,1.8563,2.3321,-0.2285
E01009735,1.6282,2.5022,2.671,1.66,3.062,-0.014
E01009736,2.1089,1.179,1.6678,1.5036,2.8793,-0.3435
E01009737,1.6975,1.3287,1.7995,1.5602,2.9435,-0.3267
E01009738,1.2528,1.3043,1.8151,1.532,2.7983,-0.4407
E01009739,0.9813,1.1584,1.2047,1.2662,2.252,-0.807
E01009740,2.3981,2.5515,2.48,1.7122,3.2008,0.1054
E01009741,1.6868,1.6838,1.3013,1.0955,2.804,-0.4828
E01009742,1.9088,2.8886,2.6072,1.9743,4.0172,0.1912
E01009743,2.9943,3.4409,3.47,3.0574,3.2538,0.4867
E01009744,0.9576,1.085,1.085,1.2334,1.3476,-1.0109
E01009745,1.377,2.4608,2.079,1.3724,3.6817,-0.1482
E01009746,2.6029,1.015,1.015,2.9094,0.9175,-0.5919
E01009747,1.9827,2.3671,1.9015,2.0202,1.2459,-0.2249
E01009748,2.4461,2.442,1.482,1.4284,3.0916,-0.1092
E01009749,3.0775,3.1489,1.6776,1.6071,2.6266,0.0529
E01009750,3.8715,3.4347,1.4177,1.7357,2.9515,0.1335
E01009751,3.2731,3.3637,0.8734,0.8944,2.6349,-0.3376
E01009752,2.8392,2.8337,1.4606,1.7977,1.8224,-0.0945
E01009753,3.1783,2.36,1.8342,2.243,2.1616,0.0608
E01009754,1.7267,2.2206,1.6456,1.9278,0.9699,-0.4031
E01009756,2.3398,2.0213,2.0007,0.7078,2.5189,-0.4041
E01009757,1.5774,1.1047,0.999,1.4358,1.216,-0.8517
E01009758,0.9486,0.9486,2.1506,0.9486,4.4157,-0.6542
E01009759,1.7863,1.818,2.0313,2.1629,2.63,-0.1023
E01009760,1.4904,1.8212,1.4163,1.4904,3.9487,-0.2747
E01009762,1.5289,1.521,1.2437,1.521,3.3849,-0.3933
E01009763,2.6361,2.2804,2.314,1.795,3.8508,0.146
E01009764,1.8804,1.5694,1.6476,1.6349,4.1145,-0.1651
E01009765,1.3563,1.537,1.5491,1.3682,3.4803,-0.3881
E01009766,1.8664,1.7462,1.9815,1.4367,3.2278,-0.1883
E01009767,2.1759,1.6885,1.6885,1.9827,4.1909,-0.0265
E01009768,0.79,0.8222,0.9087,0.7946,3.3533,-1.1708
E01009769,1.4608,1.1706,1.2251,1.3258,3.8499,-0.5176
E01009770,3.081,2.5476,2.7966,1.1823,3.1301,0.0634
E01009771,1.9325,1.0308,2.084,1.0308,3.5474,-0.433
E01009772,1.4664,1.4221,1.4664,1.4221,2.1254,-0.5232
E01009773,0.9867,1.2743,1.1878,1.3048,1.3169,-0.9029
E01009774,1.9859,1.828,1.3425,1.828,2.7151,-0.2314
E01009775,1.3686,1.7082,1.7921,1.5428,3.0901,-0.3009
E01009776,1.7239,1.8902,2.1473,1.8341,3.3555,-0.0749
E01009777,1.6172,1.7733,2.0872,1.8416,1.8461,-0.2742
E01009778,1.4872,1.5985,2.0681,1.6969,1.8782,-0.3558
E01009779,1.2386,1.0584,3.5594,0.7954,5.6437,-0.4401
E01009780,2.3643,2.2648,2.3875,1.8945,4.7987,0.1893
E01009781,1.3841,2.0081,3.0912,1.572,5.3712,0.0148
E01009782,1.8581,2.3221,3.8345,1.9077,4.8514,0.2286
E01009783,0.9755,1.5499,3.5486,1.1355,5.2929,-0.2628
E01009784,3.6712,1.7872,3.7782,1.9093,4.6513,0.318
E01009785,1.9036,1.3841,3.4593,1.421,5.415,-0.0191
E01009786,2.0704,1.2833,3.3924,1.2631,5.5752,-0.0608
E01009787,3.0853,1.3571,3.9054,1.4257,5.2778,0.1221
E01009788,1.2718,1.9853,1.8769,1.2718,2.6995,-0.3695
E01009789,1.5722,2.9245,2.5368,1.5722,3.8072,0.0431
E01009790,1.1407,2.5589,1.7624,1.1407,3.4791,-0.318
E01009791,1.9469,1.39,2.3828,1.8329,2.4064,-0.197
E01009792,2.4455,2.293,2.293,1.2491,2.5171,-0.1099
E01009793,1.5659,0.9465,1.9528,1.4677,2.1955,-0.5478
E01009794,2.6035,2.0628,2.1987,2.3346,2.208,0.0374
E01009795,1.6277,0.8768,2.049,0.7986,1.6663,-0.8431
E01009796,2.2761,2.1355,2.382,2.0301,2.6409,0.037
E01009797,1.5983,1.4452,2.1381,1.6002,1.2762,-0.4759
E01009798,2.1159,1.5937,2.3994,1.5937,2.1525,-0.2041
E01009799,1.9093,0.8431,2.0842,0.8431,2.1534,-0.7213
E01009800,1.4006,1.1326,1.8916,0.8639,1.2141,-0.8667
E01009801,1.5534,1.7668,1.6284,1.2364,2.2346,-0.4419
E01009802,1.9412,2.4697,3.1705,1.4833,2.7329,-0.0001
E01009803,2.1286,3.2386,3.1937,2.2111,3.1651,0.2692
E01009804,2.3775,3.1378,2.8265,2.3555,2.9522,0.2682
E01009805,1.0534,2.0172,1.1414,1.4438,1.382,-0.7019
E01009806,1.2741,1.6265,1.279,1.4278,1.4433,-0.6628
E01009807,1.8872,1.0169,2.4385,1.4189,3.5248,-0.2961
E01009808,2.7503,1.8588,3.3126,2.3298,4.3732,0.2829
E01009809,1.4384,2.478,2.478,2.1153,4.471,0.099
E01009810,2.1591,1.2607,2.6051,1.3737,2.9297,-0.2265
E01009811,2.5343,1.9124,3.0967,2.2722,3.6322,0.208
E01009812,3.5232,2.791,3.9202,3.157,4.5833,0.582
E01009813,1.203,2.1704,2.1704,1.8056,4.3301,-0.0836
E01009814,1.7084,2.8729,3.9633,2.8729,3.5462,0.3164
E01009815,2.0245,2.6394,3.6622,2.6098,3.241,0.2799
E01009816,2.7099,3.2562,1.7279,2.9823,3.0219,0.2596
E01009817,1.1313,1.9091,2.9996,1.6297,2.5825,-0.2286
E01009818,1.9405,3.3938,4.4604,3.3699,4.0433,0.4829
E01009819,2.0965,2.3077,3.1634,1.1848,2.981,-0.0531
E01009820,1.3986,1.1269,1.5383,1.091,1.5921,-0.7703
E01009821,1.0768,1.9183,2.9496,1.8901,2.518,-0.2059
E01009822,2.4031,1.4811,2.154,1.422,1.6563,-0.3242
E01009823,3.2469,2.3464,1.945,2.655,2.8414,0.2013
E01009824,1.1818,1.0968,1.1361,1.5986,1.4736,-0.8137
E01009825,1.7077,1.0096,1.2255,1.2341,1.2955,-0.8307
E01009826,2.9488,2.4578,2.235,2.6309,2.7906,0.2194
E01009827,3.028,2.0397,2.3285,2.2642,2.3256,0.0915
E01009828,2.6018,1.3682,1.6229,1.7596,3.0272,-0.1759
E01009829,1.9213,1.814,1.4955,1.9846,2.583,-0.1981
E01009830,2.1505,1.4027,1.1699,1.6556,1.717,-0.4912
E01009831,3.8326,1.1565,3.6147,1.1565,6.0831,0.0547
E01009832,3.6833,1.1879,3.7472,1.1879,5.5555,0.0564
E01009833,1.5887,1.3389,1.3213,1.1963,4.1149,-0.4422
E01009834,1.7004,2.0944,1.9449,2.2216,1.9355,-0.158
E01009835,2.1087,1.6408,1.7155,1.6151,4.7379,-0.0806
E01009836,0.9187,0.8764,1.0809,0.9344,3.1727,-0.9847
E01009837,1.047,0.7107,1.0054,1.01,3.5205,-0.9966
E01009838,3.7641,1.6131,3.2782,1.6131,6.4288,0.2702
E01009839,2.2209,1.805,0.9107,1.8752,2.7357,-0.3265
E01009840,2.0186,1.9903,1.9824,1.8802,2.56,-0.0976
E01009841,2.6097,2.7557,1.6773,2.6042,2.9471,0.1562
E01009842,1.4459,1.7917,1.7917,1.0467,2.8124,-0.4295
E01009843,1.6864,1.6864,1.6864,1.5794,2.7555,-0.2811
E01009844,2.5861,2.1978,1.5057,2.2625,2.8836,0.0126
E01009845,2.0031,2.1552,2.0628,1.9486,2.9842,-0.0119
E01009846,3.0855,4.8992,4.6398,1.704,4.64,0.5297
E01009847,1.9419,3.4308,3.4308,2.1612,3.5656,0.2954
E01009848,1.3232,2.8453,2.7609,1.6066,2.8928,-0.0597
E01009849,2.5281,3.9908,3.9908,1.1989,4.0749,0.2627
E01009850,0.7866,2.548,1.8893,1.1506,2.1726,-0.5454
E01009851,1.8387,3.8215,3.4064,1.2981,3.4064,0.1218
E01009852,2.0182,4.0356,3.2985,2.0159,3.5543,0.3139
E01009853,2.8974,2.3243,2.8704,2.3243,4.7814,0.3532
E01009854,2.1046,1.7417,1.7417,2.1761,3.2117,-0.0545
E01009855,2.8917,2.3913,2.3605,2.8859,4.1114,0.3431
E01009856,1.4103,2.3731,0.5478,0.4241,0.1168,-1.7535
E01009857,0.8811,1.9656,1.1358,1.8726,2.6273,-0.5158
E01009858,0.7272,1.9776,1.0251,0.8583,1.3965,-1.0559
E01009859,1.8155,2.3949,1.9539,2.5043,3.6137,0.0988
E01009860,1.7275,1.8881,1.7193,2.2109,3.8695,-0.0395
E01009861,0.742,1.4576,1.4576,1.1811,3.33,-0.6845
E01009862,1.641,1.3107,1.3107,1.262,3.6856,-0.4494
E01009863,1.688,1.3712,1.3712,2.1867,3.9709,-0.2108
E01009864,1.5233,1.4889,1.6103,1.508,3.8667,-0.2913
E01009865,1.1617,1.0496,1.102,1.1464,3.2833,-0.7529
E01009866,0.832,0.7959,1.1794,0.8167,3.2501,-1.0745
E01009867,1.8044,1.8073,2.1422,1.7891,4.0157,-0.0387
E01009868,1.5015,1.0472,1.0472,1.1712,2.5222,-0.7548
E01009869,1.8173,1.6464,1.7348,1.802,3.2244,-0.1737
E01009870,2.348,1.9307,1.8605,2.1318,3.7161,0.0552
E01009871,2.6053,2.6053,2.6053,2.9027,2.4128,0.2284
E01009872,0.75,1.4723,1.4672,0.8012,2.5662,-0.8876
E01009873,0.8426,2.0588,2.0588,1.2089,3.1577,-0.4418
E01009874,2.0662,2.5744,2.3366,1.939,3.7734,0.1361
E01009875,1.7506,1.9529,1.3444,1.9872,1.5732,-0.3627
E01009876,1.8096,2.0669,1.0539,1.6852,2.0258,-0.4062
E01009877,2.5337,1.6768,2.7686,1.0194,3.0959,-0.1657
E01009878,2.0125,1.0033,2.7882,1.4586,2.395,-0.344
E01009879,1.6219,0.758,0.8731,0.8731,1.8348,-1.1093
E01009880,2.1681,1.7243,1.2199,1.667,2.9252,-0.2664
E01009882,2.4115,1.4408,1.8859,1.8859,2.6243,-0.1546
E01009883,3.0408,2.6791,2.8674,3.1301,3.5981,0.4204
E01009884,2.0513,2.0513,1.9361,3.2277,3.5713,0.1498
E01009885,1.7364,1.6282,1.4933,1.6282,1.5989,-0.4504
E01009886,2.6594,2.5835,2.6079,2.841,3.1475,0.2964
E01009887,1.8264,1.6946,2.041,1.6885,2.4917,-0.2089
E01009888,1.4031,1.5797,1.8229,1.4031,2.9118,-0.3618
E01009889,1.1307,0.7886,0.8262,1.0594,0.94,-1.3233
E01009890,2.3503,2.4857,2.7701,2.3481,3.2013,0.217
E01009891,1.9006,1.1351,1.0375,1.839,1.1622,-0.7034
E01009892,0.7442,0.8469,0.8739,1.0265,1.1465,-1.3718
E01009893,1.4875,1.2671,1.149,1.7314,1.0108,-0.76
E01009894,2.1285,2.1285,1.8139,1.9141,2.3766,-0.101
E01009895,0.9523,1.2596,1.2749,1.0445,1.1177,-1.0129
E01009896,0.7754,1.4529,1.4529,1.3896,1.3896,-0.8391
E01009897,1.848,1.9087,1.9087,2.0318,2.0318,-0.1817
E01009898,1.1956,1.2003,1.1956,1.2003,1.6881,-0.8269
E01009899,3.3856,3.2351,4.3732,2.8476,4.4963,0.5987
E01009900,3.0388,2.8855,4.2638,2.498,4.4668,0.5019
E01009901,2.3735,1.8952,3.1343,1.8952,3.1443,0.0955
E01009902,2.3675,1.3074,3.1412,1.3074,3.0242,-0.158
E01009903,1.0994,2.6321,2.6321,1.224,2.9041,-0.2432
E01009904,1.3951,2.4956,2.2938,1.3072,2.9137,-0.1932
E01009905,1.1053,1.6692,1.6211,1.0174,1.8652,-0.6796
E01009906,1.3239,1.8442,1.1946,1.3688,0.8054,-0.8067
E01009907,1.1131,1.9819,1.4277,1.5042,1.3162,-0.6147
E01009908,0.8041,2.6567,1.7005,0.9205,1.7005,-0.6989
E01009909,1.5723,2.1179,1.7117,1.6001,3.1009,-0.1935
E01009910,2.0288,2.8221,2.4159,2.0372,3.6437,0.1721
E01009911,2.9039,0.8593,1.886,0.9649,3.4856,-0.4484
E01009912,1.7498,1.8749,1.1922,2.0334,2.7839,-0.2601
E01009913,3.3251,0.9332,1.526,1.2271,3.1411,-0.3852
E01009914,2.548,2.8305,3.0619,2.8305,4.4426,0.4277
E01009915,1.2938,1.9039,1.7842,1.7226,3.7029,-0.204
E01009916,0.819,1.348,1.4918,1.348,3.529,-0.6078
E01009917,2.0582,2.3136,2.6018,2.3136,4.6164,0.2295
E01009918,1.6399,2.5096,2.3857,1.9474,4.1344,0.0895
E01009919,2.2379,2.6125,2.9006,2.6125,4.9378,0.3606
E01009920,1.1172,2.0791,1.8284,1.4104,3.4846,-0.2986
E01009921,0.5559,0.6861,0.6861,0.524,0.4845,-2.174
E01009922,1.4536,1.7363,1.7363,1.4536,1.4814,-0.4972
E01009923,2.0965,2.1146,2.1146,1.672,2.1002,-0.1424
E01009924,1.1196,1.0632,1.0632,1.1064,1.2121,-1.0399
E01009925,1.4982,1.3941,1.561,1.551,1.4482,-0.5717
E01009926,0.7444,1.0271,1.0271,0.7444,0.8464,-1.4472
E01009927,0.5419,0.5234,1.061,0.6487,0.7221,-1.9213
E01009928,0.8422,1.1249,1.1249,1.008,0.9235,-1.2013
E01009929,1.1351,1.5045,1.4288,1.2706,1.3135,-0.7523
E01009930,1.7401,2.3361,2.2619,1.7548,1.8968,-0.1605
E01009931,1.6296,1.4716,1.372,1.4716,1.7045,-0.5454
E01009932,0.6865,0.7894,0.7894,0.658,0.7775,-1.7448
E01009933,2.0343,1.8848,1.8848,1.1474,2.4179,-0.3097
E01009934,2.5008,2.3472,1.1152,0.921,2.247,-0.448
E01009935,2.1698,2.7869,1.2038,0.8825,2.3574,-0.417
E01009936,2.1835,3.4893,2.1848,1.7611,2.9472,0.1196
E01009937,2.3103,1.4862,1.4862,0.9324,3.0915,-0.425
E01009938,2.3336,2.2121,2.2121,1.4982,3.2137,-0.0132
E01009939,1.8958,1.3418,1.0816,1.2625,2.6565,-0.5482
E01009940,2.5937,1.3035,1.2521,0.8667,2.3572,-0.5916
E01009941,1.0232,1.1737,1.1737,1.202,2.9243,-0.7459
E01009942,1.6739,1.229,1.229,1.2027,3.3823,-0.526
E01009943,1.5363,2.0812,2.0812,1.2932,3.3563,-0.2059
E01009944,1.3668,1.8274,1.8274,0.9991,3.2908,-0.4124
E01009946,2.2929,1.2912,1.2912,1.3635,3.5754,-0.3446
E01009947,1.6854,1.0592,0.9475,0.9486,3.1519,-0.7704
E01009948,2.1909,1.3796,1.668,1.3718,5.9788,-0.1471
E01009949,1.984,2.5005,2.5455,1.9706,5.0579,0.207
E01009950,1.7193,0.9528,1.0219,1.0059,4.63,-0.6611
E01009951,2.6355,1.7958,1.9615,0.8056,5.4457,-0.18
E01009952,1.2587,1.2674,0.9881,1.0666,2.977,-0.7496
E01009953,1.0555,1.9239,1.8962,0.9538,1.5168,-0.6863
E01009954,2.6302,1.786,1.786,1.7169,4.3338,0.0171
E01009955,0.9263,1.7497,0.8664,0.7357,1.5656,-1.0975
E01009956,1.173,1.3886,1.3248,1.1858,2.6129,-0.6404
E01009957,1.698,2.1212,1.5112,1.4582,2.7429,-0.2717
E01009958,1.7818,2.2288,2.2333,2.117,4.3174,0.1007
E01009959,1.7114,2.3631,2.3631,1.4921,3.117,-0.0771
E01009960,1.8262,1.0314,1.0314,1.0314,3.7995,-0.6459
E01009961,2.5383,1.7906,1.5513,1.7331,3.3125,-0.0922
E01009962,1.5135,0.8413,0.8413,0.9974,4.3171,-0.8331
E01009963,0.9099,1.1857,1.1837,0.8012,4.7039,-0.8124
E01009964,1.9834,1.1776,1.0122,1.6955,5.5341,-0.3281
E01009965,1.3847,1.2018,0.6705,1.3244,4.9131,-0.689
E01009966,2.277,2.2701,1.1444,2.2701,3.0739,-0.0828
E01009967,2.8447,2.0164,2.0164,2.0534,4.8083,0.1878
E01009968,2.1162,2.2055,2.2055,2.0149,5.0125,0.1604
E01009969,1.5606,2.9711,1.3137,1.3137,4.7564,-0.1468
E01009970,0.8472,2.4897,1.125,1.1677,4.5986,-0.4883
E01009971,1.3114,3.0372,1.4613,1.4613,4.0163,-0.1624
E01009972,2.7087,2.5147,2.0384,2.4075,3.7553,0.233
E01009973,2.145,2.3505,1.479,1.9044,5.6803,0.0763
E01009974,1.7754,1.5123,1.5123,1.4395,4.3184,-0.2524
E01009975,1.8248,1.0498,1.0498,1.0498,4.3567,-0.5964
E01009976,1.3398,1.1832,1.1832,0.9866,1.7864,-0.8562
E01009977,1.1767,1.6984,1.5736,1.1366,1.6233,-0.6598
E01009978,1.3111,1.495,1.4517,1.495,1.7241,-0.5808
E01009979,1.2033,1.1917,1.1917,1.3089,1.0414,-0.9218
E01009980,1.4338,1.2737,1.2737,0.8657,1.7342,-0.8443
E01009981,2.3637,1.9924,1.9796,1.9368,2.0724,-0.0995
E01009982,2.3667,2.1606,2.0426,2.1606,3.3784,0.0967
E01009983,2.2497,2.3578,2.3001,2.3578,2.8556,0.1195
E01009985,2.0916,1.7569,1.5271,1.827,2.14,-0.2547
E01009986,1.4472,0.7769,0.8381,0.871,1.2425,-1.2489
E01009987,1.5139,1.3344,0.8892,1.2332,1.5998,-0.8243
E01009988,0.5052,0.5052,0.5052,0.5407,0.6666,-2.3334
E01009989,2.4229,2.1686,2.1336,2.1771,2.4786,0.0357
E01009991,2.3369,1.6338,1.6233,1.8117,3.0024,-0.1399
E01009992,1.3429,1.6707,1.0051,1.2352,1.978,-0.6895
E01009993,1.6949,1.9557,1.4302,1.6127,2.2158,-0.3351
E01009994,1.5996,1.1994,1.2228,1.0769,5.428,-0.4825
E01009995,3.0651,3.23,2.1118,3.0758,4.9234,0.4665
E01009996,1.9327,1.5549,1.5022,1.3954,4.9101,-0.2031
E01009997,2.8531,2.1437,2.1437,2.1963,3.936,0.1982
E01009998,2.377,2.323,1.9814,2.6472,3.831,0.1991
E01009999,0.9803,1.5613,1.5434,1.3983,1.1369,-0.7666
E01010000,1.9455,1.6409,1.6049,1.5769,1.9271,-0.3553
E01010001,3.5695,1.9038,1.1252,1.7454,1.9473,-0.2292
E01010002,2.4162,1.4922,1.2006,0.9598,1.2442,-0.7036
E01010003,1.9045,1.5719,1.3617,0.9954,1.6492,-0.627
E01010004,2.7738,2.3945,2.0197,1.1435,1.9335,-0.1958
E01010005,1.0794,1.365,1.201,1.3674,2.1947,-0.7008
E01010006,2.2922,1.0271,0.8681,0.9386,1.1523,-0.9865
E01010007,1.6521,3.6207,3.1727,1.6521,5.8142,0.263
E01010008,2.0043,2.3771,1.8223,2.0729,4.5552,0.1051
E01010009,0.7524,3.2015,3.2015,0.7524,5.7067,-0.3044
E01010010,2.24,2.8472,2.2553,1.8181,4.8584,0.2139
E01010011,1.2425,1.5677,1.1585,1.4606,4.0369,-0.4427
E01010012,1.8084,1.9732,1.7112,1.8049,4.6733,-0.0354
E01010013,1.2012,3.3715,3.2553,1.2012,5.9076,0.0455
E01010014,1.2082,2.4611,2.4611,1.2082,4.9312,-0.1252
E01010015,3.3052,2.6036,1.7325,2.6124,3.0923,0.2211
E01010016,2.2766,1.1238,0.9838,1.9566,1.3993,-0.6059
E01010017,0.923,0.9252,0.3474,0.894,2.2385,-1.4433
E01010018,2.3361,2.0191,1.6052,1.7775,2.74,-0.1092
E01010019,1.7858,1.4847,1.027,1.1759,3.6487,-0.4914
E01010020,1.41,1.1611,1.1611,1.3395,4.0538,-0.5344
E01010021,1.0654,0.6323,0.5986,0.6323,3.053,-1.4475
E01010022,1.6581,1.1029,1.1814,1.1814,1.4353,-0.8085
E01010023,1.6148,1.1174,1.357,1.2494,1.9328,-0.6702
E01010024,1.2392,1.143,1.6054,1.5412,1.2965,-0.7195
E01010025,2.7334,1.1627,1.1266,1.1627,2.0557,-0.5797
E01010026,2.2013,1.8324,1.6644,1.6829,1.7279,-0.2836
E01010027,1.5901,1.3633,1.4905,1.7171,1.1592,-0.5975
E01010028,2.3659,0.6011,0.6011,0.6011,2.0132,-1.3575
E01010029,0.963,0.7569,0.7569,0.7569,2.8845,-1.2571
E01010030,1.9999,1.7926,1.7618,1.7883,3.0045,-0.1355
E01010031,1.5223,1.2561,1.1209,1.1703,3.0009,-0.6181
E01010032,2.0289,1.9529,1.9529,1.9529,2.1098,-0.1443
E01010033,0.8814,0.9252,0.9252,0.9252,2.2832,-1.1243
E01010034,3.1059,2.7826,1.3606,2.7832,2.9451,0.1583
E01010035,2.7916,2.4664,0.927,2.0307,4.1942,-0.0355
E01010036,2.9172,2.7056,1.7159,2.1627,3.8844,0.2018
E01010037,1.7451,1.5391,1.3072,1.5391,3.1605,-0.3496
E01010038,2.9294,1.9892,0.8819,2.4541,3.3471,-0.1002
E01010039,2.8371,2.4668,1.4943,2.735,3.3229,0.1572
E01010040,2.2235,1.685,1.2186,1.0306,2.5166,-0.4755
E01010041,2.4751,1.954,1.5982,1.6413,2.6492,-0.1405
E01010042,0.8209,1.5043,1.4033,1.1018,1.4593,-0.8878
E01010043,3.1681,2.3379,1.8383,2.8838,4.4707,0.3128
E01010044,3.4518,2.2687,1.7598,2.9365,4.1169,0.2991
E01010045,1.56,3.4295,2.7772,2.6339,4.1128,0.2792
E01010046,2.3755,1.4256,1.3821,1.4256,4.2909,-0.2207
E01010047,1.781,1.3725,0.934,1.3924,2.6219,-0.5798
E01010048,1.267,1.3535,0.9546,1.0655,2.9242,-0.7433
E01010049,0.7931,1.5922,0.8721,0.8295,2.9311,-0.9685
E01010050,1.4186,1.8396,1.5253,1.5395,3.331,-0.2954
E01010051,2.181,2.1443,2.1367,1.8916,3.5345,0.0526
E01010052,3.0068,2.3405,1.6206,2.208,4.0395,0.1692
E01010053,2.0165,1.2324,1.0416,1.0838,2.2898,-0.6657
E01010054,0.8381,1.0258,0.7691,0.6855,2.4121,-1.2674
E01010055,2.0396,0.8247,0.8247,1.3514,2.1528,-0.8322
E01010056,2.1433,1.551,1.551,1.8062,2.812,-0.212
E01010057,1.3488,0.9335,1.0173,1.1588,1.4949,-0.9784
E01010058,1.6855,1.2643,1.2643,1.4973,1.7625,-0.5993
E01010059,0.8484,1.0641,1.4856,0.7839,1.0651,-1.1872
E01010060,0.9712,0.8643,0.8917,0.8395,1.0705,-1.3606
E01010061,0.7346,0.6982,1.1131,0.7171,0.8978,-1.5757
E01010062,1.2533,1.1656,1.1453,1.1453,2.3017,-0.7733
E01010064,1.0549,0.6779,0.6362,0.6951,1.6318,-1.5258
E01010066,1.138,1.4398,1.5601,1.6101,2.2985,-0.5144
E01010067,1.8832,0.7639,0.7639,0.587,1.6227,-1.2939
E01010068,0.9375,1.1285,1.5491,1.7856,2.2618,-0.6319
E01010069,3.6989,2.6264,1.1467,2.7914,2.386,0.0711
E01010070,0.8731,1.086,1.3396,1.4943,2.361,-0.7618
E01010071,2.3079,1.2354,1.0222,1.4003,1.2995,-0.6885
E01010072,2.4046,1.1724,0.7592,1.8637,1.3428,-0.6954
E01010073,3.8898,3.275,1.5725,3.1663,3.0843,0.3393
E01010075,2.204,1.6636,1.5579,1.4671,1.2149,-0.467
E01010076,0.9806,1.6473,1.5709,1.6641,2.003,-0.5408
E01010077,3.8123,2.9399,2.2679,2.2213,3.3645,0.3332
E01010078,4.4694,3.3763,1.2108,1.2108,3.5921,0.0326
E01010079,3.3228,4.4571,3.1625,3.2516,5.4067,0.6803
E01010080,3.5623,1.762,1.2781,1.6006,3.4499,-0.0892
E01010081,2.8365,1.7433,1.3479,1.5128,1.9591,-0.2972
E01010082,3.0885,1.9953,1.7642,1.6364,2.2112,-0.0992
E01010083,3.5183,2.4252,0.9538,0.9538,2.641,-0.3525
E01010084,3.2266,2.1688,2.0071,1.1841,2.3847,-0.1221
E01010085,1.9411,1.6533,1.542,1.2112,2.6527,-0.3744
E01010086,2.0647,2.2053,2.1093,1.4809,3.0938,-0.0741
E01010087,2.5901,2.5007,2.3694,1.3041,3.1208,0.01
E01010088,1.9298,1.9917,1.9708,0.9798,2.3859,-0.3563
E01010089,2.2873,2.3774,2.3774,2.3774,2.7383,0.1259
E01010090,1.2293,0.9458,0.8123,1.3907,1.1597,-1.0816
E01010091,0.7384,0.9687,0.9687,0.9614,1.4975,-1.2458
E01010092,2.2135,1.652,0.6992,1.652,2.9915,-0.4702
E01010093,2.5824,1.4423,1.4423,1.4423,2.7535,-0.2881
E01010094,1.7666,1.1248,1.0448,1.3432,2.7183,-0.6135
E01010095,3.2185,2.2996,2.202,2.2472,3.5089,0.2337
E01010096,0.9311,0.9311,0.7847,0.9661,1.3513,-1.2786
E01010097,2.4612,2.2997,1.8614,2.3479,2.2581,0.0172
E01010098,2.8804,2.1803,2.0228,2.038,3.5377,0.1418
E01010099,2.844,2.1975,2.0686,2.216,3.9613,0.2003
E01010100,2.145,1.708,1.6645,1.6441,2.6149,-0.2115
E01010101,1.3995,1.8002,1.6095,1.5775,1.3126,-0.5215
E01010102,0.8878,1.4208,1.3345,1.2251,0.7766,-1.0279
E01010103,1.2341,1.7984,0.9545,1.1584,1.3552,-0.8295
E01010104,1.6426,1.5236,0.7338,1.5512,3.0909,-0.5746
E01010105,1.8235,2.1177,2.1177,2.1177,1.8561,-0.1367
E01010106,1.0897,1.2481,0.8873,0.8914,0.8603,-1.2293
E01010107,1.114,1.7835,1.7104,1.3556,0.9174,-0.7242
E01010108,8.9497,2.2004,8.3248,2.0275,8.8938,0.7799
E01010109,5.2577,3.7817,3.7174,5.1854,4.2645,0.792
E01010110,3.0196,2.4714,1.6732,2.711,4.7421,0.288
E01010111,2.7864,1.0189,1.3196,1.6292,2.4016,-0.4106
E01010112,2.6703,1.1797,1.473,2.3474,3.1275,-0.1506
E01010113,1.8608,1.7279,1.2426,2.1421,3.7162,-0.1615
E01010114,1.4923,2.3656,1.3687,1.5383,4.4604,-0.1692
E01010115,6.1481,3.8831,5.7747,3.7102,6.2356,0.9126
E01010116,3.873,3.021,2.7685,2.5488,4.5525,0.5005
E01010117,1.993,1.6382,1.8966,1.2499,4.9541,-0.1491
E01010118,2.6567,1.0895,1.0895,1.0895,3.719,-0.4895
E01010119,1.4203,1.4545,1.8029,1.0472,6.0865,-0.3261
